""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comment"	"publication_reference_url"	"subObsID"	"uniqObsID"	"response_agent_original"	"signature_file"	"complete_signature_file"
""	"20160707-hipciof_gene_26742691"	"2016.07.07"	"hipciof_gene_30"	"blood"	"COG4"	"gene expression"	"down"	"responders"	""	""	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"responders vs poor responders"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"8"	"206"	"COG4"	"hipciof_gene_26742691_206.txt"	"hipciof_gene_complete_26742691_206.txt"
""	"20160707-hipciof_gene_26742691"	"2016.07.07"	"hipciof_gene_30"	"blood"	"COL11A2"	"gene expression"	"down"	"responders"	""	""	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"responders vs poor responders"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"8"	"206"	"COL11A2"	"hipciof_gene_26742691_206.txt"	"hipciof_gene_complete_26742691_206.txt"
""	"20160707-hipciof_gene_26742691"	"2016.07.07"	"hipciof_gene_30"	"blood"	"COL2A1"	"gene expression"	"down"	"responders"	""	""	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"responders vs poor responders"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"8"	"206"	"COL2A1"	"hipciof_gene_26742691_206.txt"	"hipciof_gene_complete_26742691_206.txt"
""	"20160707-hipciof_gene_26742691"	"2016.07.07"	"hipciof_gene_30"	"blood"	"COL4A1"	"gene expression"	"down"	"responders"	""	""	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"responders vs poor responders"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"8"	"206"	"COL4A1"	"hipciof_gene_26742691_206.txt"	"hipciof_gene_complete_26742691_206.txt"
""	"20160707-hipciof_gene_26742691"	"2016.07.07"	"hipciof_gene_30"	"blood"	"COL6A2"	"gene expression"	"down"	"responders"	""	""	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"responders vs poor responders"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"8"	"206"	"COL6A2"	"hipciof_gene_26742691_206.txt"	"hipciof_gene_complete_26742691_206.txt"
""	"20160707-hipciof_gene_26742691"	"2016.07.07"	"hipciof_gene_30"	"blood"	"CORO2A"	"gene expression"	"down"	"responders"	""	""	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"responders vs poor responders"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"8"	"206"	"CORO2A"	"hipciof_gene_26742691_206.txt"	"hipciof_gene_complete_26742691_206.txt"
""	"20160707-hipciof_gene_26742691"	"2016.07.07"	"hipciof_gene_30"	"blood"	"CRCP"	"gene expression"	"down"	"responders"	""	""	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"responders vs poor responders"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"8"	"206"	"CRCP"	"hipciof_gene_26742691_206.txt"	"hipciof_gene_complete_26742691_206.txt"
""	"20160707-hipciof_gene_26742691"	"2016.07.07"	"hipciof_gene_30"	"blood"	"CRHBP"	"gene expression"	"down"	"responders"	""	""	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"responders vs poor responders"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"8"	"206"	"CRHBP"	"hipciof_gene_26742691_206.txt"	"hipciof_gene_complete_26742691_206.txt"
""	"20160707-hipciof_gene_26742691"	"2016.07.07"	"hipciof_gene_30"	"blood"	"CRISP3"	"gene expression"	"down"	"responders"	""	""	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"responders vs poor responders"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"8"	"206"	"CRISP3"	"hipciof_gene_26742691_206.txt"	"hipciof_gene_complete_26742691_206.txt"
""	"20160707-hipciof_gene_26742691"	"2016.07.07"	"hipciof_gene_30"	"blood"	"CSNK1D"	"gene expression"	"down"	"responders"	""	""	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"responders vs poor responders"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"8"	"206"	"CSNK1D"	"hipciof_gene_26742691_206.txt"	"hipciof_gene_complete_26742691_206.txt"
""	"20160707-hipciof_gene_26742691"	"2016.07.07"	"hipciof_gene_30"	"blood"	"CTNNA1"	"gene expression"	"down"	"responders"	""	""	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"responders vs poor responders"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"8"	"206"	"CTNNA1"	"hipciof_gene_26742691_206.txt"	"hipciof_gene_complete_26742691_206.txt"
""	"20160707-hipciof_gene_26742691"	"2016.07.07"	"hipciof_gene_30"	"blood"	"CTNNBIP1"	"gene expression"	"down"	"responders"	""	""	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"responders vs poor responders"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"8"	"206"	"CTNNBIP1"	"hipciof_gene_26742691_206.txt"	"hipciof_gene_complete_26742691_206.txt"
""	"20160707-hipciof_gene_26742691"	"2016.07.07"	"hipciof_gene_30"	"blood"	"CTSB"	"gene expression"	"down"	"responders"	""	""	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"responders vs poor responders"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"8"	"206"	"CTSB"	"hipciof_gene_26742691_206.txt"	"hipciof_gene_complete_26742691_206.txt"
""	"20160707-hipciof_gene_26742691"	"2016.07.07"	"hipciof_gene_30"	"blood"	"CTSG"	"gene expression"	"down"	"responders"	""	""	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"responders vs poor responders"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"8"	"206"	"CTSG"	"hipciof_gene_26742691_206.txt"	"hipciof_gene_complete_26742691_206.txt"
""	"20160707-hipciof_gene_26742691"	"2016.07.07"	"hipciof_gene_30"	"blood"	"CTTNBP2NL"	"gene expression"	"down"	"responders"	""	""	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"responders vs poor responders"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"8"	"206"	"CTTNBP2NL"	"hipciof_gene_26742691_206.txt"	"hipciof_gene_complete_26742691_206.txt"
""	"20160707-hipciof_gene_26742691"	"2016.07.07"	"hipciof_gene_30"	"blood"	"CUX1"	"gene expression"	"down"	"responders"	""	""	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"responders vs poor responders"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"8"	"206"	"CUX1"	"hipciof_gene_26742691_206.txt"	"hipciof_gene_complete_26742691_206.txt"
""	"20160707-hipciof_gene_26742691"	"2016.07.07"	"hipciof_gene_30"	"blood"	"CYBB"	"gene expression"	"down"	"responders"	""	""	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"responders vs poor responders"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"8"	"206"	"CYBB"	"hipciof_gene_26742691_206.txt"	"hipciof_gene_complete_26742691_206.txt"
""	"20160707-hipciof_gene_26742691"	"2016.07.07"	"hipciof_gene_30"	"blood"	"CYP2C8"	"gene expression"	"down"	"responders"	""	""	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"responders vs poor responders"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"8"	"206"	"CYP2C8"	"hipciof_gene_26742691_206.txt"	"hipciof_gene_complete_26742691_206.txt"
""	"20160707-hipciof_gene_26742691"	"2016.07.07"	"hipciof_gene_30"	"blood"	"DAGLB"	"gene expression"	"down"	"responders"	""	""	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"responders vs poor responders"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"8"	"206"	"DAGLB"	"hipciof_gene_26742691_206.txt"	"hipciof_gene_complete_26742691_206.txt"
""	"20160707-hipciof_gene_26742691"	"2016.07.07"	"hipciof_gene_30"	"blood"	"DCLRE1C"	"gene expression"	"down"	"responders"	""	""	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"responders vs poor responders"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"8"	"206"	"DCLRE1C"	"hipciof_gene_26742691_206.txt"	"hipciof_gene_complete_26742691_206.txt"
""	"20160707-hipciof_gene_26742691"	"2016.07.07"	"hipciof_gene_30"	"blood"	"DDI1"	"gene expression"	"down"	"responders"	""	""	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"responders vs poor responders"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"8"	"206"	"DDI1"	"hipciof_gene_26742691_206.txt"	"hipciof_gene_complete_26742691_206.txt"
""	"20160707-hipciof_gene_26742691"	"2016.07.07"	"hipciof_gene_30"	"blood"	"DDX3Y"	"gene expression"	"down"	"responders"	""	""	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"responders vs poor responders"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"8"	"206"	"DDX3Y"	"hipciof_gene_26742691_206.txt"	"hipciof_gene_complete_26742691_206.txt"
""	"20160707-hipciof_gene_26742691"	"2016.07.07"	"hipciof_gene_30"	"blood"	"DDX6"	"gene expression"	"down"	"responders"	""	""	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"responders vs poor responders"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"8"	"206"	"DDX6"	"hipciof_gene_26742691_206.txt"	"hipciof_gene_complete_26742691_206.txt"
""	"20160707-hipciof_gene_26742691"	"2016.07.07"	"hipciof_gene_30"	"blood"	"DEFA1"	"gene expression"	"down"	"responders"	""	""	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"responders vs poor responders"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"8"	"206"	"DEFA1"	"hipciof_gene_26742691_206.txt"	"hipciof_gene_complete_26742691_206.txt"
""	"20160707-hipciof_gene_26742691"	"2016.07.07"	"hipciof_gene_30"	"blood"	"DEFA1B"	"gene expression"	"down"	"responders"	""	""	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"responders vs poor responders"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"8"	"206"	"DEFA1B"	"hipciof_gene_26742691_206.txt"	"hipciof_gene_complete_26742691_206.txt"
""	"20160707-hipciof_gene_26742691"	"2016.07.07"	"hipciof_gene_30"	"blood"	"DEFA3"	"gene expression"	"down"	"responders"	""	""	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"responders vs poor responders"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"8"	"206"	"DEFA3"	"hipciof_gene_26742691_206.txt"	"hipciof_gene_complete_26742691_206.txt"
""	"20160707-hipciof_gene_26742691"	"2016.07.07"	"hipciof_gene_30"	"blood"	"DEFA4"	"gene expression"	"down"	"responders"	""	""	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"responders vs poor responders"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"8"	"206"	"DEFA4"	"hipciof_gene_26742691_206.txt"	"hipciof_gene_complete_26742691_206.txt"
""	"20160707-hipciof_gene_26742691"	"2016.07.07"	"hipciof_gene_30"	"blood"	"DENND1A"	"gene expression"	"down"	"responders"	""	""	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"responders vs poor responders"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"8"	"206"	"DENND1A"	"hipciof_gene_26742691_206.txt"	"hipciof_gene_complete_26742691_206.txt"
""	"20160707-hipciof_gene_26742691"	"2016.07.07"	"hipciof_gene_30"	"blood"	"ESS2"	"gene expression"	"down"	"responders"	""	""	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"responders vs poor responders"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"8"	"206"	"DGCR14"	"hipciof_gene_26742691_206.txt"	"hipciof_gene_complete_26742691_206.txt"
""	"20160707-hipciof_gene_26742691"	"2016.07.07"	"hipciof_gene_30"	"blood"	"DGKG"	"gene expression"	"down"	"responders"	""	""	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"responders vs poor responders"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"8"	"206"	"DGKG"	"hipciof_gene_26742691_206.txt"	"hipciof_gene_complete_26742691_206.txt"
""	"20160707-hipciof_gene_26742691"	"2016.07.07"	"hipciof_gene_30"	"blood"	"DHRS4L2"	"gene expression"	"down"	"responders"	""	""	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"responders vs poor responders"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"8"	"206"	"DHRS4L2"	"hipciof_gene_26742691_206.txt"	"hipciof_gene_complete_26742691_206.txt"
""	"20160707-hipciof_gene_26742691"	"2016.07.07"	"hipciof_gene_30"	"blood"	"DKFZp434L192"	"gene expression"	"down"	"responders"	""	""	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"responders vs poor responders"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"8"	"206"	"DKFZp434L192"	"hipciof_gene_26742691_206.txt"	"hipciof_gene_complete_26742691_206.txt"
""	"20160707-hipciof_gene_26742691"	"2016.07.07"	"hipciof_gene_30"	"blood"	"DLEU2"	"gene expression"	"down"	"responders"	""	""	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"responders vs poor responders"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"8"	"206"	"DLEU2"	"hipciof_gene_26742691_206.txt"	"hipciof_gene_complete_26742691_206.txt"
""	"20160707-hipciof_gene_26742691"	"2016.07.07"	"hipciof_gene_30"	"blood"	"DLEU7"	"gene expression"	"down"	"responders"	""	""	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"responders vs poor responders"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"8"	"206"	"DLEU7"	"hipciof_gene_26742691_206.txt"	"hipciof_gene_complete_26742691_206.txt"
""	"20160707-hipciof_gene_26742691"	"2016.07.07"	"hipciof_gene_30"	"blood"	"DLG4"	"gene expression"	"down"	"responders"	""	""	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"responders vs poor responders"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"8"	"206"	"DLG4"	"hipciof_gene_26742691_206.txt"	"hipciof_gene_complete_26742691_206.txt"
""	"20160707-hipciof_gene_26742691"	"2016.07.07"	"hipciof_gene_30"	"blood"	"DLGAP5"	"gene expression"	"down"	"responders"	""	""	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"responders vs poor responders"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"8"	"206"	"DLGAP5"	"hipciof_gene_26742691_206.txt"	"hipciof_gene_complete_26742691_206.txt"
""	"20160707-hipciof_gene_26742691"	"2016.07.07"	"hipciof_gene_30"	"blood"	"DMXL2"	"gene expression"	"down"	"responders"	""	""	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"responders vs poor responders"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"8"	"206"	"DMXL2"	"hipciof_gene_26742691_206.txt"	"hipciof_gene_complete_26742691_206.txt"
""	"20160707-hipciof_gene_26742691"	"2016.07.07"	"hipciof_gene_30"	"blood"	"DUSP3"	"gene expression"	"down"	"responders"	""	""	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"responders vs poor responders"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"8"	"206"	"DUSP3"	"hipciof_gene_26742691_206.txt"	"hipciof_gene_complete_26742691_206.txt"
""	"20160707-hipciof_gene_26742691"	"2016.07.07"	"hipciof_gene_30"	"blood"	"DUSP7"	"gene expression"	"down"	"responders"	""	""	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"responders vs poor responders"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"8"	"206"	"DUSP7"	"hipciof_gene_26742691_206.txt"	"hipciof_gene_complete_26742691_206.txt"
""	"20160707-hipciof_gene_26742691"	"2016.07.07"	"hipciof_gene_30"	"blood"	"EGF"	"gene expression"	"down"	"responders"	""	""	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"responders vs poor responders"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"8"	"206"	"EGF"	"hipciof_gene_26742691_206.txt"	"hipciof_gene_complete_26742691_206.txt"
""	"20160707-hipciof_gene_26742691"	"2016.07.07"	"hipciof_gene_30"	"blood"	"EIF1AY"	"gene expression"	"down"	"responders"	""	""	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"responders vs poor responders"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"8"	"206"	"EIF1AY"	"hipciof_gene_26742691_206.txt"	"hipciof_gene_complete_26742691_206.txt"
""	"20160707-hipciof_gene_26742691"	"2016.07.07"	"hipciof_gene_30"	"blood"	"EIF2B3"	"gene expression"	"down"	"responders"	""	""	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"responders vs poor responders"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"8"	"206"	"EIF2B3"	"hipciof_gene_26742691_206.txt"	"hipciof_gene_complete_26742691_206.txt"
""	"20160707-hipciof_gene_26742691"	"2016.07.07"	"hipciof_gene_30"	"blood"	"ELANE"	"gene expression"	"down"	"responders"	""	""	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"responders vs poor responders"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"8"	"206"	"ELANE"	"hipciof_gene_26742691_206.txt"	"hipciof_gene_complete_26742691_206.txt"
""	"20160707-hipciof_gene_26742691"	"2016.07.07"	"hipciof_gene_30"	"blood"	"ELOVL3"	"gene expression"	"down"	"responders"	""	""	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"responders vs poor responders"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"8"	"206"	"ELOVL3"	"hipciof_gene_26742691_206.txt"	"hipciof_gene_complete_26742691_206.txt"
""	"20160707-hipciof_gene_26742691"	"2016.07.07"	"hipciof_gene_30"	"blood"	"ADGRE2"	"gene expression"	"down"	"responders"	""	""	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"responders vs poor responders"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"8"	"206"	"ADGRE2"	"hipciof_gene_26742691_206.txt"	"hipciof_gene_complete_26742691_206.txt"
""	"20160707-hipciof_gene_26742691"	"2016.07.07"	"hipciof_gene_30"	"blood"	"EPB41L3"	"gene expression"	"down"	"responders"	""	""	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"responders vs poor responders"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"8"	"206"	"EPB41L3"	"hipciof_gene_26742691_206.txt"	"hipciof_gene_complete_26742691_206.txt"
""	"20160707-hipciof_gene_26742691"	"2016.07.07"	"hipciof_gene_30"	"blood"	"EPB41L4A"	"gene expression"	"down"	"responders"	""	""	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"responders vs poor responders"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"8"	"206"	"EPB41L4A"	"hipciof_gene_26742691_206.txt"	"hipciof_gene_complete_26742691_206.txt"
""	"20160707-hipciof_gene_26742691"	"2016.07.07"	"hipciof_gene_30"	"blood"	"EPHB2"	"gene expression"	"down"	"responders"	""	""	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"responders vs poor responders"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"8"	"206"	"EPHB2"	"hipciof_gene_26742691_206.txt"	"hipciof_gene_complete_26742691_206.txt"
""	"20160707-hipciof_gene_26742691"	"2016.07.07"	"hipciof_gene_30"	"blood"	"EPS8L1"	"gene expression"	"down"	"responders"	""	""	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"responders vs poor responders"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"8"	"206"	"EPS8L1"	"hipciof_gene_26742691_206.txt"	"hipciof_gene_complete_26742691_206.txt"
""	"20160707-hipciof_gene_26742691"	"2016.07.07"	"hipciof_gene_30"	"blood"	"ERBB2"	"gene expression"	"down"	"responders"	""	""	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"responders vs poor responders"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"8"	"206"	"ERBB2"	"hipciof_gene_26742691_206.txt"	"hipciof_gene_complete_26742691_206.txt"
""	"20160707-hipciof_gene_26742691"	"2016.07.07"	"hipciof_gene_30"	"blood"	"ERMAP"	"gene expression"	"down"	"responders"	""	""	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"responders vs poor responders"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"8"	"206"	"ERMAP"	"hipciof_gene_26742691_206.txt"	"hipciof_gene_complete_26742691_206.txt"
""	"20160707-hipciof_gene_26742691"	"2016.07.07"	"hipciof_gene_30"	"blood"	"ETV6"	"gene expression"	"down"	"responders"	""	""	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"responders vs poor responders"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"8"	"206"	"ETV6"	"hipciof_gene_26742691_206.txt"	"hipciof_gene_complete_26742691_206.txt"
""	"20160707-hipciof_gene_26742691"	"2016.07.07"	"hipciof_gene_30"	"blood"	"EVX1"	"gene expression"	"down"	"responders"	""	""	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"responders vs poor responders"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"8"	"206"	"EVX1"	"hipciof_gene_26742691_206.txt"	"hipciof_gene_complete_26742691_206.txt"
""	"20160707-hipciof_gene_26742691"	"2016.07.07"	"hipciof_gene_30"	"blood"	"EXOSC3"	"gene expression"	"down"	"responders"	""	""	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"responders vs poor responders"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"8"	"206"	"EXOSC3"	"hipciof_gene_26742691_206.txt"	"hipciof_gene_complete_26742691_206.txt"
""	"20160707-hipciof_gene_26742691"	"2016.07.07"	"hipciof_gene_30"	"blood"	"FAH"	"gene expression"	"down"	"responders"	""	""	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"responders vs poor responders"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"8"	"206"	"FAH"	"hipciof_gene_26742691_206.txt"	"hipciof_gene_complete_26742691_206.txt"
