""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"vaccine_year"	"exposure_material_text"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comment"	"publication_reference_url"	"subObsID"	"uniqObsID"	"response_agent_original"	"exposure_material_1"	"exposure_material_2"	"target_pathogen_1"	"target_pathogen_2"	"target_pathogen_3"	"signature_file"	"complete_signature_file"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"RIPK2"	"gene expression"	"up"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"5"	"49"	"RIPK2"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_49.txt"	"hipciof_gene_complete_26755593_49.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"NLRP3"	"gene expression"	"up"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"5"	"49"	"NLRP3"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_49.txt"	"hipciof_gene_complete_26755593_49.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"TLR4"	"gene expression"	"up"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"5"	"49"	"TLR4"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_49.txt"	"hipciof_gene_complete_26755593_49.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"RXRA"	"gene expression"	"up"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"5"	"49"	"RXRA"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_49.txt"	"hipciof_gene_complete_26755593_49.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"NLRC4"	"gene expression"	"up"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"5"	"49"	"NLRC4"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_49.txt"	"hipciof_gene_complete_26755593_49.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"PAK1"	"gene expression"	"down"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"6"	"50"	"PAK1"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_50.txt"	"hipciof_gene_complete_26755593_50.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"BIRC3"	"gene expression"	"down"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"6"	"50"	"BIRC3"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_50.txt"	"hipciof_gene_complete_26755593_50.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"HLA-DQB1"	"gene expression"	"down"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"6"	"50"	"HLA-DQB1"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_50.txt"	"hipciof_gene_complete_26755593_50.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"NELL2"	"gene expression"	"down"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"6"	"50"	"NELL2"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_50.txt"	"hipciof_gene_complete_26755593_50.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"TRAC"	"gene expression"	"down"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"6"	"50"	"TRAC"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_50.txt"	"hipciof_gene_complete_26755593_50.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"KLRB1"	"gene expression"	"down"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"6"	"50"	"KLRB1"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_50.txt"	"hipciof_gene_complete_26755593_50.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"CD6"	"gene expression"	"down"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"6"	"50"	"CD6"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_50.txt"	"hipciof_gene_complete_26755593_50.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"TRAT1"	"gene expression"	"down"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"6"	"50"	"TRAT1"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_50.txt"	"hipciof_gene_complete_26755593_50.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"PRKCH"	"gene expression"	"down"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"6"	"50"	"PRKCH"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_50.txt"	"hipciof_gene_complete_26755593_50.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"XCL2"	"gene expression"	"down"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"6"	"50"	"XCL2"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_50.txt"	"hipciof_gene_complete_26755593_50.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"SH2D1A"	"gene expression"	"down"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"6"	"50"	"SH2D1A"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_50.txt"	"hipciof_gene_complete_26755593_50.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"LEF1"	"gene expression"	"down"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"6"	"50"	"LEF1"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_50.txt"	"hipciof_gene_complete_26755593_50.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"SAMD3"	"gene expression"	"down"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"6"	"50"	"SAMD3"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_50.txt"	"hipciof_gene_complete_26755593_50.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"GNLY"	"gene expression"	"down"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"6"	"50"	"GNLY"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_50.txt"	"hipciof_gene_complete_26755593_50.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"CD96"	"gene expression"	"down"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"6"	"50"	"CD96"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_50.txt"	"hipciof_gene_complete_26755593_50.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"TRBC1"	"gene expression"	"down"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"6"	"50"	"TRBC1"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_50.txt"	"hipciof_gene_complete_26755593_50.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"TRAV20"	"gene expression"	"down"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"6"	"50"	"TRAV20"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_50.txt"	"hipciof_gene_complete_26755593_50.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"TRAJ17"	"gene expression"	"down"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"6"	"50"	"TRAJ17"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_50.txt"	"hipciof_gene_complete_26755593_50.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"CD3G"	"gene expression"	"down"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"6"	"50"	"CD3G"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_50.txt"	"hipciof_gene_complete_26755593_50.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"IL32"	"gene expression"	"down"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"6"	"50"	"IL32"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_50.txt"	"hipciof_gene_complete_26755593_50.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"GATA3"	"gene expression"	"down"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"6"	"50"	"GATA3"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_50.txt"	"hipciof_gene_complete_26755593_50.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"BCL11B"	"gene expression"	"down"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"6"	"50"	"BCL11B"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_50.txt"	"hipciof_gene_complete_26755593_50.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"GIMAP7"	"gene expression"	"down"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"6"	"50"	"GIMAP7"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_50.txt"	"hipciof_gene_complete_26755593_50.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"IL7R"	"gene expression"	"down"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"6"	"50"	"IL7R"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_50.txt"	"hipciof_gene_complete_26755593_50.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"LAT"	"gene expression"	"down"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"6"	"50"	"LAT"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_50.txt"	"hipciof_gene_complete_26755593_50.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"MAL"	"gene expression"	"down"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"6"	"50"	"MAL"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_50.txt"	"hipciof_gene_complete_26755593_50.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"GZMK"	"gene expression"	"down"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"6"	"50"	"GZMK"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_50.txt"	"hipciof_gene_complete_26755593_50.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"GZMB"	"gene expression"	"down"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"6"	"50"	"GZMB"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_50.txt"	"hipciof_gene_complete_26755593_50.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"GZMA"	"gene expression"	"down"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"6"	"50"	"GZMA"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_50.txt"	"hipciof_gene_complete_26755593_50.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"GZMM"	"gene expression"	"down"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"6"	"50"	"GZMM"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_50.txt"	"hipciof_gene_complete_26755593_50.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"GZMH"	"gene expression"	"down"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"6"	"50"	"GZMH"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_50.txt"	"hipciof_gene_complete_26755593_50.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"CD27"	"gene expression"	"down"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"6"	"50"	"CD27"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_50.txt"	"hipciof_gene_complete_26755593_50.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"SIRPG"	"gene expression"	"down"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"6"	"50"	"SIRPG"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_50.txt"	"hipciof_gene_complete_26755593_50.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"CD3E"	"gene expression"	"down"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"6"	"50"	"CD3E"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_50.txt"	"hipciof_gene_complete_26755593_50.txt"
""	"20160722-hipciof_gene_26755593"	"2016.07.22"	"hipciof_gene_5"	"peripheral blood mononuclear cell"	"CD3D"	"gene expression"	"down"	"MF59-adjuvanted"	"29"	"Days"	"2012"	"Fluad"	""	"29d-0d"	"time of vaccination (first dose)"	"children (14-27m)"	"26755593"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"6"	"50"	"CD3D"	"VO_0003144"	"VO_0004281"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipciof_gene_26755593_50.txt"	"hipciof_gene_complete_26755593_50.txt"
