""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comment"	"publication_reference_url"	"subObsID"	"uniqObsID"	"response_agent_original"	"signature_file"	"complete_signature_file"
""	"20170731-hipciof_gene_27529750"	"2017.07.31"	"hipciof_gene_29"	"peripheral blood mononuclear cell"	"EIF4E3"	"gene expression"	"up"	"none"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"yount adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"6"	"198"	"EIF4E3"	"hipciof_gene_27529750_198.txt"	"hipciof_gene_complete_27529750_198.txt"
""	"20170731-hipciof_gene_27529750"	"2017.07.31"	"hipciof_gene_29"	"peripheral blood mononuclear cell"	"UBE2C"	"gene expression"	"up"	"none"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"yount adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"6"	"198"	"UBE2C"	"hipciof_gene_27529750_198.txt"	"hipciof_gene_complete_27529750_198.txt"
""	"20170731-hipciof_gene_27529750"	"2017.07.31"	"hipciof_gene_29"	"peripheral blood mononuclear cell"	"MCM10"	"gene expression"	"up"	"none"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"yount adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"6"	"198"	"MCM10"	"hipciof_gene_27529750_198.txt"	"hipciof_gene_complete_27529750_198.txt"
""	"20170731-hipciof_gene_27529750"	"2017.07.31"	"hipciof_gene_29"	"peripheral blood mononuclear cell"	"DNAJC5B"	"gene expression"	"up"	"none"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"yount adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"6"	"198"	"DNAJC5B"	"hipciof_gene_27529750_198.txt"	"hipciof_gene_complete_27529750_198.txt"
""	"20170731-hipciof_gene_27529750"	"2017.07.31"	"hipciof_gene_29"	"peripheral blood mononuclear cell"	"EMP1"	"gene expression"	"up"	"none"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"yount adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"6"	"198"	"EMP1"	"hipciof_gene_27529750_198.txt"	"hipciof_gene_complete_27529750_198.txt"
""	"20170731-hipciof_gene_27529750"	"2017.07.31"	"hipciof_gene_29"	"peripheral blood mononuclear cell"	"PRG2"	"gene expression"	"up"	"none"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"yount adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"6"	"198"	"PRG2"	"hipciof_gene_27529750_198.txt"	"hipciof_gene_complete_27529750_198.txt"
""	"20170731-hipciof_gene_27529750"	"2017.07.31"	"hipciof_gene_29"	"peripheral blood mononuclear cell"	"CENPJ"	"gene expression"	"up"	"none"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"yount adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"6"	"198"	"CENPJ"	"hipciof_gene_27529750_198.txt"	"hipciof_gene_complete_27529750_198.txt"
""	"20170731-hipciof_gene_27529750"	"2017.07.31"	"hipciof_gene_29"	"peripheral blood mononuclear cell"	"MAMLD1"	"gene expression"	"up"	"none"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"yount adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"6"	"198"	"MAMLD1"	"hipciof_gene_27529750_198.txt"	"hipciof_gene_complete_27529750_198.txt"
""	"20170731-hipciof_gene_27529750"	"2017.07.31"	"hipciof_gene_29"	"peripheral blood mononuclear cell"	"ITGA2"	"gene expression"	"up"	"none"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"yount adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"6"	"198"	"ITGA2"	"hipciof_gene_27529750_198.txt"	"hipciof_gene_complete_27529750_198.txt"
""	"20170731-hipciof_gene_27529750"	"2017.07.31"	"hipciof_gene_29"	"peripheral blood mononuclear cell"	"TMEM200A"	"gene expression"	"up"	"none"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"yount adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"6"	"198"	"TMEM200A"	"hipciof_gene_27529750_198.txt"	"hipciof_gene_complete_27529750_198.txt"
""	"20170731-hipciof_gene_27529750"	"2017.07.31"	"hipciof_gene_29"	"peripheral blood mononuclear cell"	"MYO7B"	"gene expression"	"up"	"none"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"yount adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"6"	"198"	"MYO7B"	"hipciof_gene_27529750_198.txt"	"hipciof_gene_complete_27529750_198.txt"
""	"20170731-hipciof_gene_27529750"	"2017.07.31"	"hipciof_gene_29"	"peripheral blood mononuclear cell"	"CASP4"	"gene expression"	"up"	"none"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"yount adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"6"	"198"	"CASP4"	"hipciof_gene_27529750_198.txt"	"hipciof_gene_complete_27529750_198.txt"
""	"20170731-hipciof_gene_27529750"	"2017.07.31"	"hipciof_gene_29"	"peripheral blood mononuclear cell"	"GALNT8"	"gene expression"	"up"	"none"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"yount adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"6"	"198"	"GALNT8"	"hipciof_gene_27529750_198.txt"	"hipciof_gene_complete_27529750_198.txt"
""	"20170731-hipciof_gene_27529750"	"2017.07.31"	"hipciof_gene_29"	"peripheral blood mononuclear cell"	"NRSN2"	"gene expression"	"up"	"none"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"yount adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"6"	"198"	"NRSN2"	"hipciof_gene_27529750_198.txt"	"hipciof_gene_complete_27529750_198.txt"
""	"20170731-hipciof_gene_27529750"	"2017.07.31"	"hipciof_gene_29"	"peripheral blood mononuclear cell"	"LPAR1"	"gene expression"	"up"	"none"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"yount adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"6"	"198"	"LPAR1"	"hipciof_gene_27529750_198.txt"	"hipciof_gene_complete_27529750_198.txt"
""	"20170731-hipciof_gene_27529750"	"2017.07.31"	"hipciof_gene_29"	"peripheral blood mononuclear cell"	"GCNT2"	"gene expression"	"up"	"none"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"yount adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"6"	"198"	"GCNT2"	"hipciof_gene_27529750_198.txt"	"hipciof_gene_complete_27529750_198.txt"
""	"20170731-hipciof_gene_27529750"	"2017.07.31"	"hipciof_gene_29"	"peripheral blood mononuclear cell"	"KCNA2"	"gene expression"	"up"	"none"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"yount adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"6"	"198"	"KCNA2"	"hipciof_gene_27529750_198.txt"	"hipciof_gene_complete_27529750_198.txt"
""	"20170731-hipciof_gene_27529750"	"2017.07.31"	"hipciof_gene_29"	"peripheral blood mononuclear cell"	"TPSAB1"	"gene expression"	"up"	"none"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"yount adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"6"	"198"	"TPSAB1"	"hipciof_gene_27529750_198.txt"	"hipciof_gene_complete_27529750_198.txt"
""	"20170731-hipciof_gene_27529750"	"2017.07.31"	"hipciof_gene_29"	"peripheral blood mononuclear cell"	"GLI3"	"gene expression"	"up"	"none"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"yount adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"6"	"198"	"GLI3"	"hipciof_gene_27529750_198.txt"	"hipciof_gene_complete_27529750_198.txt"
""	"20170731-hipciof_gene_27529750"	"2017.07.31"	"hipciof_gene_29"	"peripheral blood mononuclear cell"	"ELFN1"	"gene expression"	"up"	"none"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"yount adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"6"	"198"	"ELFN1"	"hipciof_gene_27529750_198.txt"	"hipciof_gene_complete_27529750_198.txt"
""	"20170731-hipciof_gene_27529750"	"2017.07.31"	"hipciof_gene_29"	"peripheral blood mononuclear cell"	"WDFY1"	"gene expression"	"up"	"none"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"yount adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"6"	"198"	"WDFY1"	"hipciof_gene_27529750_198.txt"	"hipciof_gene_complete_27529750_198.txt"
""	"20170731-hipciof_gene_27529750"	"2017.07.31"	"hipciof_gene_29"	"peripheral blood mononuclear cell"	"IRF2"	"gene expression"	"up"	"none"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"yount adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"6"	"198"	"IRF2"	"hipciof_gene_27529750_198.txt"	"hipciof_gene_complete_27529750_198.txt"
""	"20170731-hipciof_gene_27529750"	"2017.07.31"	"hipciof_gene_29"	"peripheral blood mononuclear cell"	"INAFM1"	"gene expression"	"up"	"none"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"yount adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"6"	"198"	"INAFM1"	"hipciof_gene_27529750_198.txt"	"hipciof_gene_complete_27529750_198.txt"
""	"20170731-hipciof_gene_27529750"	"2017.07.31"	"hipciof_gene_29"	"peripheral blood mononuclear cell"	"HCG4"	"gene expression"	"up"	"none"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"yount adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"6"	"198"	"HCG4"	"hipciof_gene_27529750_198.txt"	"hipciof_gene_complete_27529750_198.txt"
""	"20170731-hipciof_gene_27529750"	"2017.07.31"	"hipciof_gene_29"	"peripheral blood mononuclear cell"	"PDE4B"	"gene expression"	"up"	"none"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"yount adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"6"	"198"	"PDE4B"	"hipciof_gene_27529750_198.txt"	"hipciof_gene_complete_27529750_198.txt"
""	"20170731-hipciof_gene_27529750"	"2017.07.31"	"hipciof_gene_29"	"peripheral blood mononuclear cell"	"LRRC3"	"gene expression"	"up"	"none"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"yount adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"6"	"198"	"LRRC3"	"hipciof_gene_27529750_198.txt"	"hipciof_gene_complete_27529750_198.txt"
""	"20170731-hipciof_gene_27529750"	"2017.07.31"	"hipciof_gene_29"	"peripheral blood mononuclear cell"	"KCNS3"	"gene expression"	"up"	"none"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"yount adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"6"	"198"	"KCNS3"	"hipciof_gene_27529750_198.txt"	"hipciof_gene_complete_27529750_198.txt"
""	"20170731-hipciof_gene_27529750"	"2017.07.31"	"hipciof_gene_29"	"peripheral blood mononuclear cell"	"MAPK11"	"gene expression"	"up"	"none"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"yount adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"6"	"198"	"MAPK11"	"hipciof_gene_27529750_198.txt"	"hipciof_gene_complete_27529750_198.txt"
""	"20170731-hipciof_gene_27529750"	"2017.07.31"	"hipciof_gene_29"	"peripheral blood mononuclear cell"	"ZNF684"	"gene expression"	"up"	"none"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"yount adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"6"	"198"	"ZNF684"	"hipciof_gene_27529750_198.txt"	"hipciof_gene_complete_27529750_198.txt"
""	"20170731-hipciof_gene_27529750"	"2017.07.31"	"hipciof_gene_29"	"peripheral blood mononuclear cell"	"SMCHD1"	"gene expression"	"up"	"none"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"yount adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"6"	"198"	"SMCHD1"	"hipciof_gene_27529750_198.txt"	"hipciof_gene_complete_27529750_198.txt"
""	"20170731-hipciof_gene_27529750"	"2017.07.31"	"hipciof_gene_29"	"peripheral blood mononuclear cell"	"TRIM36"	"gene expression"	"up"	"none"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"yount adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"6"	"198"	"TRIM36"	"hipciof_gene_27529750_198.txt"	"hipciof_gene_complete_27529750_198.txt"
""	"20170731-hipciof_gene_27529750"	"2017.07.31"	"hipciof_gene_29"	"peripheral blood mononuclear cell"	"RAB39A"	"gene expression"	"up"	"none"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"yount adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"6"	"198"	"RAB39"	"hipciof_gene_27529750_198.txt"	"hipciof_gene_complete_27529750_198.txt"
""	"20170731-hipciof_gene_27529750"	"2017.07.31"	"hipciof_gene_29"	"peripheral blood mononuclear cell"	"ACP2"	"gene expression"	"up"	"none"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"yount adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"6"	"198"	"ACP2"	"hipciof_gene_27529750_198.txt"	"hipciof_gene_complete_27529750_198.txt"
""	"20170731-hipciof_gene_27529750"	"2017.07.31"	"hipciof_gene_29"	"peripheral blood mononuclear cell"	"MIR320E"	"gene expression"	"up"	"none"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"yount adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"6"	"198"	"MIR320E"	"hipciof_gene_27529750_198.txt"	"hipciof_gene_complete_27529750_198.txt"
""	"20170731-hipciof_gene_27529750"	"2017.07.31"	"hipciof_gene_29"	"peripheral blood mononuclear cell"	"RUBCN"	"gene expression"	"up"	"none"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"yount adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"6"	"198"	"KIAA0226"	"hipciof_gene_27529750_198.txt"	"hipciof_gene_complete_27529750_198.txt"
""	"20170731-hipciof_gene_27529750"	"2017.07.31"	"hipciof_gene_29"	"peripheral blood mononuclear cell"	"C5"	"gene expression"	"up"	"none"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"yount adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"6"	"198"	"C5"	"hipciof_gene_27529750_198.txt"	"hipciof_gene_complete_27529750_198.txt"
""	"20170731-hipciof_gene_27529750"	"2017.07.31"	"hipciof_gene_29"	"peripheral blood mononuclear cell"	"GTPBP2"	"gene expression"	"up"	"none"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"yount adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"6"	"198"	"GTPBP2"	"hipciof_gene_27529750_198.txt"	"hipciof_gene_complete_27529750_198.txt"
""	"20170731-hipciof_gene_27529750"	"2017.07.31"	"hipciof_gene_29"	"peripheral blood mononuclear cell"	"NKAPL"	"gene expression"	"up"	"none"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"yount adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"6"	"198"	"NKAPL"	"hipciof_gene_27529750_198.txt"	"hipciof_gene_complete_27529750_198.txt"
""	"20170731-hipciof_gene_27529750"	"2017.07.31"	"hipciof_gene_29"	"peripheral blood mononuclear cell"	"TMOD1"	"gene expression"	"up"	"none"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"yount adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"6"	"198"	"TMOD1"	"hipciof_gene_27529750_198.txt"	"hipciof_gene_complete_27529750_198.txt"
""	"20170731-hipciof_gene_27529750"	"2017.07.31"	"hipciof_gene_29"	"peripheral blood mononuclear cell"	"ADGRF3"	"gene expression"	"up"	"none"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"yount adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"6"	"198"	"ADGRF3"	"hipciof_gene_27529750_198.txt"	"hipciof_gene_complete_27529750_198.txt"
""	"20170731-hipciof_gene_27529750"	"2017.07.31"	"hipciof_gene_29"	"peripheral blood mononuclear cell"	"RFPL3"	"gene expression"	"up"	"none"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"yount adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"6"	"198"	"RFPL3"	"hipciof_gene_27529750_198.txt"	"hipciof_gene_complete_27529750_198.txt"
""	"20170731-hipciof_gene_27529750"	"2017.07.31"	"hipciof_gene_29"	"peripheral blood mononuclear cell"	"ZNF462"	"gene expression"	"up"	"none"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"yount adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"6"	"198"	"ZNF462"	"hipciof_gene_27529750_198.txt"	"hipciof_gene_complete_27529750_198.txt"
""	"20170731-hipciof_gene_27529750"	"2017.07.31"	"hipciof_gene_29"	"peripheral blood mononuclear cell"	"HIST2H3D"	"gene expression"	"up"	"none"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"yount adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"6"	"198"	"HIST2H3D"	"hipciof_gene_27529750_198.txt"	"hipciof_gene_complete_27529750_198.txt"
""	"20170731-hipciof_gene_27529750"	"2017.07.31"	"hipciof_gene_29"	"peripheral blood mononuclear cell"	"ZNF366"	"gene expression"	"up"	"none"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"yount adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"6"	"198"	"ZNF366"	"hipciof_gene_27529750_198.txt"	"hipciof_gene_complete_27529750_198.txt"
""	"20170731-hipciof_gene_27529750"	"2017.07.31"	"hipciof_gene_29"	"peripheral blood mononuclear cell"	"CDH1"	"gene expression"	"up"	"none"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"yount adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"6"	"198"	"CDH1"	"hipciof_gene_27529750_198.txt"	"hipciof_gene_complete_27529750_198.txt"
""	"20170731-hipciof_gene_27529750"	"2017.07.31"	"hipciof_gene_29"	"peripheral blood mononuclear cell"	"MROCKI"	"gene expression"	"up"	"none"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"yount adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"6"	"198"	"LOC285758"	"hipciof_gene_27529750_198.txt"	"hipciof_gene_complete_27529750_198.txt"
""	"20170731-hipciof_gene_27529750"	"2017.07.31"	"hipciof_gene_29"	"peripheral blood mononuclear cell"	"UBE2Z"	"gene expression"	"up"	"none"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"yount adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"6"	"198"	"UBE2Z"	"hipciof_gene_27529750_198.txt"	"hipciof_gene_complete_27529750_198.txt"
""	"20170731-hipciof_gene_27529750"	"2017.07.31"	"hipciof_gene_29"	"peripheral blood mononuclear cell"	"HLA-G"	"gene expression"	"up"	"none"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"yount adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"6"	"198"	"HLA-G"	"hipciof_gene_27529750_198.txt"	"hipciof_gene_complete_27529750_198.txt"
""	"20170731-hipciof_gene_27529750"	"2017.07.31"	"hipciof_gene_29"	"peripheral blood mononuclear cell"	"SLC2A12"	"gene expression"	"up"	"none"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"yount adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"6"	"198"	"SLC2A12"	"hipciof_gene_27529750_198.txt"	"hipciof_gene_complete_27529750_198.txt"
""	"20170731-hipciof_gene_27529750"	"2017.07.31"	"hipciof_gene_29"	"peripheral blood mononuclear cell"	"GPER1"	"gene expression"	"up"	"none"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"yount adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"6"	"198"	"GPER11"	"hipciof_gene_27529750_198.txt"	"hipciof_gene_complete_27529750_198.txt"
