""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comment"	"publication_reference_url"	"subObsID"	"uniqObsID"	"response_agent_original"	"exposure_material_1"	"exposure_material_2"	"signature_file"	"complete_signature_file"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"PPM1B"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"PPM1B"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"ERGIC3"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"ERGIC3"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"RALGPS2"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"RALGPS2"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"DAXX"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"DAXX"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"HMGA1"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"HMGA1"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"HUWE1"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"HUWE1"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"RRP7A"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"RRP7A"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"UBE2Z"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"UBE2Z"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"CCDC167"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"C6orf129"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"LETM1"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"LETM1"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"SIN3B"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"SIN3B"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"LINC01137"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"LOC728431"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"KPNA6"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"KPNA6"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"TMEM256"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"C17orf61"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"MRPS16"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"MRPS16"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"SPOP"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"SPOP"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"EIF3B"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"EIF3B"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"SUPT5H"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"SUPT5H"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"ARL6IP4"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"ARL6IP4"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"ROMO1"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"ROMO1"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"ACAP1"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"ACAP1"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"RPL13"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"RPL13"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"TRIR"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"C19orf43"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"SPTBN1"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"SPTBN1"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"CROCC"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"CROCC"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"FLNA"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"FLNA"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"TIMM17B"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"TIMM17B"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"CLASRP"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"SFRS16"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"TM9SF2"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"P76"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"CSNK2A3"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"CSNK2A1P"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"PCNX2"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"PCNXL2"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"POLR3A"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"POLR3A"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"SYNJ2BP"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"SYNJ2BP"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"TCEAL9"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"WBP5"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"GMEB1"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"GMEB1"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"ERC1"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"ERC1"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"LONP2"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"LONP2"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"HPS5"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"HPS5"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"MZT2A"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"FAM128A"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"DIS3L2"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"DIS3L2"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"MAP4"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"MAP4"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"AKAP8L"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"AKAP8L"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"APOBEC3D"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"APOBEC3D"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"PCNX3"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"PCNXL3"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"USF2"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"USF2"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"PKN1"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"PKN1"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"ATP2B4"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"ATP2B4"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"ACIN1"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"ACIN1"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"GTF2F1"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"GTF2F1"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"OGDH"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"OGDH"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
