""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"vaccine_year"	"exposure_material_text"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"response_comp_cnt"	"exposure_material_1"	"exposure_material_2"	"target_pathogen_1"	"target_pathogen_2"	"target_pathogen_3"	"target_pathogen_4"	"target_pathogen_5"	"target_pathogen_6"	"target_pathogen_7"	"signature_file"	"complete_signature_file"
""	"hipc_gene_21743478_12"	"2011.07"	"hipc_gene_21743478_12"	"peripheral blood mononuclear cell"	"NUP37"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"adults (18-50)"	"21743478"	"2011"	"Suppl Table 1B, Tab DEGs_LAIV"	"Supplementary Table 1b: All the differentially expressed genes identified in PBMCs of TIV vaccinees."	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"12"	"242"	"NUP37"	"583"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_12.txt"	"hipc_gene_sig_complete_21743478_12.txt"
""	"hipc_gene_21743478_12"	"2011.07"	"hipc_gene_21743478_12"	"peripheral blood mononuclear cell"	"WASHC3"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"adults (18-50)"	"21743478"	"2011"	"Suppl Table 1B, Tab DEGs_LAIV"	"Supplementary Table 1b: All the differentially expressed genes identified in PBMCs of TIV vaccinees."	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"12"	"242"	"WASHC3"	"583"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_12.txt"	"hipc_gene_sig_complete_21743478_12.txt"
""	"hipc_gene_21743478_12"	"2011.07"	"hipc_gene_21743478_12"	"peripheral blood mononuclear cell"	"MRPS33"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"adults (18-50)"	"21743478"	"2011"	"Suppl Table 1B, Tab DEGs_LAIV"	"Supplementary Table 1b: All the differentially expressed genes identified in PBMCs of TIV vaccinees."	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"12"	"242"	"MRPS33"	"583"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_12.txt"	"hipc_gene_sig_complete_21743478_12.txt"
""	"hipc_gene_21743478_12"	"2011.07"	"hipc_gene_21743478_12"	"peripheral blood mononuclear cell"	"SDF2L1"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"adults (18-50)"	"21743478"	"2011"	"Suppl Table 1B, Tab DEGs_LAIV"	"Supplementary Table 1b: All the differentially expressed genes identified in PBMCs of TIV vaccinees."	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"12"	"242"	"SDF2L1"	"583"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_12.txt"	"hipc_gene_sig_complete_21743478_12.txt"
""	"hipc_gene_21743478_12"	"2011.07"	"hipc_gene_21743478_12"	"peripheral blood mononuclear cell"	"LXN"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"adults (18-50)"	"21743478"	"2011"	"Suppl Table 1B, Tab DEGs_LAIV"	"Supplementary Table 1b: All the differentially expressed genes identified in PBMCs of TIV vaccinees."	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"12"	"242"	"LXN"	"583"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_12.txt"	"hipc_gene_sig_complete_21743478_12.txt"
""	"hipc_gene_21743478_12"	"2011.07"	"hipc_gene_21743478_12"	"peripheral blood mononuclear cell"	"TAPBPL"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"adults (18-50)"	"21743478"	"2011"	"Suppl Table 1B, Tab DEGs_LAIV"	"Supplementary Table 1b: All the differentially expressed genes identified in PBMCs of TIV vaccinees."	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"12"	"242"	"TAPBPL"	"583"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_12.txt"	"hipc_gene_sig_complete_21743478_12.txt"
""	"hipc_gene_21743478_12"	"2011.07"	"hipc_gene_21743478_12"	"peripheral blood mononuclear cell"	"FBXW7"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"adults (18-50)"	"21743478"	"2011"	"Suppl Table 1B, Tab DEGs_LAIV"	"Supplementary Table 1b: All the differentially expressed genes identified in PBMCs of TIV vaccinees."	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"12"	"242"	"FBXW7"	"583"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_12.txt"	"hipc_gene_sig_complete_21743478_12.txt"
""	"hipc_gene_21743478_12"	"2011.07"	"hipc_gene_21743478_12"	"peripheral blood mononuclear cell"	"DCPS"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"adults (18-50)"	"21743478"	"2011"	"Suppl Table 1B, Tab DEGs_LAIV"	"Supplementary Table 1b: All the differentially expressed genes identified in PBMCs of TIV vaccinees."	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"12"	"242"	"DCPS"	"583"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_12.txt"	"hipc_gene_sig_complete_21743478_12.txt"
""	"hipc_gene_21743478_12"	"2011.07"	"hipc_gene_21743478_12"	"peripheral blood mononuclear cell"	"SPCS3"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"adults (18-50)"	"21743478"	"2011"	"Suppl Table 1B, Tab DEGs_LAIV"	"Supplementary Table 1b: All the differentially expressed genes identified in PBMCs of TIV vaccinees."	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"12"	"242"	"SPCS3"	"583"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_12.txt"	"hipc_gene_sig_complete_21743478_12.txt"
""	"hipc_gene_21743478_12"	"2011.07"	"hipc_gene_21743478_12"	"peripheral blood mononuclear cell"	"QRSL1"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"adults (18-50)"	"21743478"	"2011"	"Suppl Table 1B, Tab DEGs_LAIV"	"Supplementary Table 1b: All the differentially expressed genes identified in PBMCs of TIV vaccinees."	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"12"	"242"	"QRSL1"	"583"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_12.txt"	"hipc_gene_sig_complete_21743478_12.txt"
""	"hipc_gene_21743478_12"	"2011.07"	"hipc_gene_21743478_12"	"peripheral blood mononuclear cell"	"PAAF1"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"adults (18-50)"	"21743478"	"2011"	"Suppl Table 1B, Tab DEGs_LAIV"	"Supplementary Table 1b: All the differentially expressed genes identified in PBMCs of TIV vaccinees."	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"12"	"242"	"PAAF1"	"583"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_12.txt"	"hipc_gene_sig_complete_21743478_12.txt"
""	"hipc_gene_21743478_12"	"2011.07"	"hipc_gene_21743478_12"	"peripheral blood mononuclear cell"	"CUTC"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"adults (18-50)"	"21743478"	"2011"	"Suppl Table 1B, Tab DEGs_LAIV"	"Supplementary Table 1b: All the differentially expressed genes identified in PBMCs of TIV vaccinees."	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"12"	"242"	"CUTC"	"583"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_12.txt"	"hipc_gene_sig_complete_21743478_12.txt"
""	"hipc_gene_21743478_12"	"2011.07"	"hipc_gene_21743478_12"	"peripheral blood mononuclear cell"	"SLC30A5"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"adults (18-50)"	"21743478"	"2011"	"Suppl Table 1B, Tab DEGs_LAIV"	"Supplementary Table 1b: All the differentially expressed genes identified in PBMCs of TIV vaccinees."	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"12"	"242"	"SLC30A5"	"583"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_12.txt"	"hipc_gene_sig_complete_21743478_12.txt"
""	"hipc_gene_21743478_12"	"2011.07"	"hipc_gene_21743478_12"	"peripheral blood mononuclear cell"	"FASTKD1"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"adults (18-50)"	"21743478"	"2011"	"Suppl Table 1B, Tab DEGs_LAIV"	"Supplementary Table 1b: All the differentially expressed genes identified in PBMCs of TIV vaccinees."	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"12"	"242"	"FASTKD1"	"583"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_12.txt"	"hipc_gene_sig_complete_21743478_12.txt"
""	"hipc_gene_21743478_12"	"2011.07"	"hipc_gene_21743478_12"	"peripheral blood mononuclear cell"	"NUP43"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"adults (18-50)"	"21743478"	"2011"	"Suppl Table 1B, Tab DEGs_LAIV"	"Supplementary Table 1b: All the differentially expressed genes identified in PBMCs of TIV vaccinees."	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"12"	"242"	"NUP43"	"583"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_12.txt"	"hipc_gene_sig_complete_21743478_12.txt"
""	"hipc_gene_21743478_12"	"2011.07"	"hipc_gene_21743478_12"	"peripheral blood mononuclear cell"	"OSBPL10"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"adults (18-50)"	"21743478"	"2011"	"Suppl Table 1B, Tab DEGs_LAIV"	"Supplementary Table 1b: All the differentially expressed genes identified in PBMCs of TIV vaccinees."	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"12"	"242"	"OSBPL10"	"583"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_12.txt"	"hipc_gene_sig_complete_21743478_12.txt"
""	"hipc_gene_21743478_12"	"2011.07"	"hipc_gene_21743478_12"	"peripheral blood mononuclear cell"	"FKBP11"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"adults (18-50)"	"21743478"	"2011"	"Suppl Table 1B, Tab DEGs_LAIV"	"Supplementary Table 1b: All the differentially expressed genes identified in PBMCs of TIV vaccinees."	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"12"	"242"	"FKBP11"	"583"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_12.txt"	"hipc_gene_sig_complete_21743478_12.txt"
""	"hipc_gene_21743478_12"	"2011.07"	"hipc_gene_21743478_12"	"peripheral blood mononuclear cell"	"NMRK1"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"adults (18-50)"	"21743478"	"2011"	"Suppl Table 1B, Tab DEGs_LAIV"	"Supplementary Table 1b: All the differentially expressed genes identified in PBMCs of TIV vaccinees."	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"12"	"242"	"C9orf95"	"583"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_12.txt"	"hipc_gene_sig_complete_21743478_12.txt"
""	"hipc_gene_21743478_12"	"2011.07"	"hipc_gene_21743478_12"	"peripheral blood mononuclear cell"	"SLAMF7"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"adults (18-50)"	"21743478"	"2011"	"Suppl Table 1B, Tab DEGs_LAIV"	"Supplementary Table 1b: All the differentially expressed genes identified in PBMCs of TIV vaccinees."	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"12"	"242"	"SLAMF7"	"583"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_12.txt"	"hipc_gene_sig_complete_21743478_12.txt"
""	"hipc_gene_21743478_12"	"2011.07"	"hipc_gene_21743478_12"	"peripheral blood mononuclear cell"	"TMBIM4"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"adults (18-50)"	"21743478"	"2011"	"Suppl Table 1B, Tab DEGs_LAIV"	"Supplementary Table 1b: All the differentially expressed genes identified in PBMCs of TIV vaccinees."	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"12"	"242"	"TMBIM4"	"583"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_12.txt"	"hipc_gene_sig_complete_21743478_12.txt"
""	"hipc_gene_21743478_12"	"2011.07"	"hipc_gene_21743478_12"	"peripheral blood mononuclear cell"	"C1GALT1C1"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"adults (18-50)"	"21743478"	"2011"	"Suppl Table 1B, Tab DEGs_LAIV"	"Supplementary Table 1b: All the differentially expressed genes identified in PBMCs of TIV vaccinees."	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"12"	"242"	"C1GALT1C1"	"583"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_12.txt"	"hipc_gene_sig_complete_21743478_12.txt"
""	"hipc_gene_21743478_12"	"2011.07"	"hipc_gene_21743478_12"	"peripheral blood mononuclear cell"	"ZDHHC13"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"adults (18-50)"	"21743478"	"2011"	"Suppl Table 1B, Tab DEGs_LAIV"	"Supplementary Table 1b: All the differentially expressed genes identified in PBMCs of TIV vaccinees."	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"12"	"242"	"ZDHHC13"	"583"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_12.txt"	"hipc_gene_sig_complete_21743478_12.txt"
""	"hipc_gene_21743478_12"	"2011.07"	"hipc_gene_21743478_12"	"peripheral blood mononuclear cell"	"TMEM204"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"adults (18-50)"	"21743478"	"2011"	"Suppl Table 1B, Tab DEGs_LAIV"	"Supplementary Table 1b: All the differentially expressed genes identified in PBMCs of TIV vaccinees."	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"12"	"242"	"TMEM204"	"583"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_12.txt"	"hipc_gene_sig_complete_21743478_12.txt"
""	"hipc_gene_21743478_12"	"2011.07"	"hipc_gene_21743478_12"	"peripheral blood mononuclear cell"	"DPM3"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"adults (18-50)"	"21743478"	"2011"	"Suppl Table 1B, Tab DEGs_LAIV"	"Supplementary Table 1b: All the differentially expressed genes identified in PBMCs of TIV vaccinees."	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"12"	"242"	"DPM3"	"583"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_12.txt"	"hipc_gene_sig_complete_21743478_12.txt"
""	"hipc_gene_21743478_12"	"2011.07"	"hipc_gene_21743478_12"	"peripheral blood mononuclear cell"	"DPEP2"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"adults (18-50)"	"21743478"	"2011"	"Suppl Table 1B, Tab DEGs_LAIV"	"Supplementary Table 1b: All the differentially expressed genes identified in PBMCs of TIV vaccinees."	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"12"	"242"	"DPEP2"	"583"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_12.txt"	"hipc_gene_sig_complete_21743478_12.txt"
