""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"signature_file"	"complete_signature_file"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"TESC"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"TESC"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"TPP2"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"TPP2"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"TAB1"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"TAB1"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"MXI1"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"MXI1"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"XYLT1"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"XYLT1"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"HMOX1"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"HMOX1"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"ACBD6"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"ACBD6"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"TRAPPC2L"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"TRAPPC2L"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"SHISA4"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"SHISA4"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"CX3CR1"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"CX3CR1"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"ABCC5"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"ABCC5"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"GPR162"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"GPR162"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"ZMYND10"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"ZMYND10"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"TEX2"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"TEX2"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"EIF4EBP1"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"EIF4EBP1"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"DDX28"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"DDX28"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"DGKG"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"DGKG"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"ARPIN"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"C15orf38"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"CXCL8"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"IL8"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"MVB12B"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"FAM125B"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"SYNE3"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"SYNE3"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"CEP85L"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"CEP85L"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"RUBCNL"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"RUBCNL"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"FCMR"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"FAIM3"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"NRROS"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"NRROS"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"PRIMPOL"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"CCDC111"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"MROH1"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"HEATR7A"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"REX1BD"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"REX1BD"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"RFLNB"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"FAM101B"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"SPNS2"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"SPNS2"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
