""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"signature_source_url"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"response_comp_cnt"	"exposure_material_1"	"exposure_material_2"	"signature_file"	"signature_file_complete"
""	"hipc_gene_19047440_4"	"2008.12"	"hipc_gene_19047440_4"	"peripheral blood mononuclear cell"	"ALKBH7"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"4"	"33"	"ALKBH7"	"191"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_4.txt"	"hipc_gene_sig_complete_19047440_4.txt"
""	"hipc_gene_19047440_4"	"2008.12"	"hipc_gene_19047440_4"	"peripheral blood mononuclear cell"	"APMAP"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"4"	"33"	"APMAP"	"191"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_4.txt"	"hipc_gene_sig_complete_19047440_4.txt"
""	"hipc_gene_19047440_4"	"2008.12"	"hipc_gene_19047440_4"	"peripheral blood mononuclear cell"	"BTF3"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"4"	"33"	"BTF3"	"191"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_4.txt"	"hipc_gene_sig_complete_19047440_4.txt"
""	"hipc_gene_19047440_4"	"2008.12"	"hipc_gene_19047440_4"	"peripheral blood mononuclear cell"	"GNG7"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"4"	"33"	"GNG7"	"191"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_4.txt"	"hipc_gene_sig_complete_19047440_4.txt"
""	"hipc_gene_19047440_4"	"2008.12"	"hipc_gene_19047440_4"	"peripheral blood mononuclear cell"	"CDK19"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"4"	"33"	"CDK19"	"191"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_4.txt"	"hipc_gene_sig_complete_19047440_4.txt"
""	"hipc_gene_19047440_4"	"2008.12"	"hipc_gene_19047440_4"	"peripheral blood mononuclear cell"	"PANX2"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"4"	"33"	"PANX2"	"191"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_4.txt"	"hipc_gene_sig_complete_19047440_4.txt"
""	"hipc_gene_19047440_4"	"2008.12"	"hipc_gene_19047440_4"	"peripheral blood mononuclear cell"	"GLRX5"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"4"	"33"	"GLRX5"	"191"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_4.txt"	"hipc_gene_sig_complete_19047440_4.txt"
""	"hipc_gene_19047440_4"	"2008.12"	"hipc_gene_19047440_4"	"peripheral blood mononuclear cell"	"BSG"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"4"	"33"	"BSG"	"191"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_4.txt"	"hipc_gene_sig_complete_19047440_4.txt"
""	"hipc_gene_19047440_4"	"2008.12"	"hipc_gene_19047440_4"	"peripheral blood mononuclear cell"	"FCRLA"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"4"	"33"	"FCRLA"	"191"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_4.txt"	"hipc_gene_sig_complete_19047440_4.txt"
""	"hipc_gene_19047440_4"	"2008.12"	"hipc_gene_19047440_4"	"peripheral blood mononuclear cell"	"FAU"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"4"	"33"	"FAU"	"191"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_4.txt"	"hipc_gene_sig_complete_19047440_4.txt"
""	"hipc_gene_19047440_4"	"2008.12"	"hipc_gene_19047440_4"	"peripheral blood mononuclear cell"	"FOXO1"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"4"	"33"	"FOXO1"	"191"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_4.txt"	"hipc_gene_sig_complete_19047440_4.txt"
""	"hipc_gene_19047440_4"	"2008.12"	"hipc_gene_19047440_4"	"peripheral blood mononuclear cell"	"SNURF"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"4"	"33"	"SNURF"	"191"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_4.txt"	"hipc_gene_sig_complete_19047440_4.txt"
""	"hipc_gene_19047440_4"	"2008.12"	"hipc_gene_19047440_4"	"peripheral blood mononuclear cell"	"CDC34"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"4"	"33"	"CDC34"	"191"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_4.txt"	"hipc_gene_sig_complete_19047440_4.txt"
""	"hipc_gene_19047440_4"	"2008.12"	"hipc_gene_19047440_4"	"peripheral blood mononuclear cell"	"FBXO7"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"4"	"33"	"FBXO7"	"191"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_4.txt"	"hipc_gene_sig_complete_19047440_4.txt"
""	"hipc_gene_19047440_4"	"2008.12"	"hipc_gene_19047440_4"	"peripheral blood mononuclear cell"	"VNN2"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"4"	"33"	"VNN2"	"191"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_4.txt"	"hipc_gene_sig_complete_19047440_4.txt"
""	"hipc_gene_19047440_4"	"2008.12"	"hipc_gene_19047440_4"	"peripheral blood mononuclear cell"	"RPS8"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"4"	"33"	"RPS8"	"191"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_4.txt"	"hipc_gene_sig_complete_19047440_4.txt"
""	"hipc_gene_19047440_4"	"2008.12"	"hipc_gene_19047440_4"	"peripheral blood mononuclear cell"	"RPS20"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"4"	"33"	"RPS20"	"191"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_4.txt"	"hipc_gene_sig_complete_19047440_4.txt"
""	"hipc_gene_19047440_4"	"2008.12"	"hipc_gene_19047440_4"	"peripheral blood mononuclear cell"	"FBL"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"4"	"33"	"FBL"	"191"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_4.txt"	"hipc_gene_sig_complete_19047440_4.txt"
""	"hipc_gene_19047440_4"	"2008.12"	"hipc_gene_19047440_4"	"peripheral blood mononuclear cell"	"GMCL1"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"4"	"33"	"GMCL1"	"191"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_4.txt"	"hipc_gene_sig_complete_19047440_4.txt"
""	"hipc_gene_19047440_4"	"2008.12"	"hipc_gene_19047440_4"	"peripheral blood mononuclear cell"	"EEF2"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"4"	"33"	"EEF2"	"191"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_4.txt"	"hipc_gene_sig_complete_19047440_4.txt"
""	"hipc_gene_19047440_4"	"2008.12"	"hipc_gene_19047440_4"	"peripheral blood mononuclear cell"	"BANK1"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"4"	"33"	"BANK1"	"191"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_4.txt"	"hipc_gene_sig_complete_19047440_4.txt"
""	"hipc_gene_19047440_4"	"2008.12"	"hipc_gene_19047440_4"	"peripheral blood mononuclear cell"	"IL7R"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"4"	"33"	"IL7R"	"191"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_4.txt"	"hipc_gene_sig_complete_19047440_4.txt"
""	"hipc_gene_19047440_4"	"2008.12"	"hipc_gene_19047440_4"	"peripheral blood mononuclear cell"	"ABHD5"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"4"	"33"	"ABHD5"	"191"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_4.txt"	"hipc_gene_sig_complete_19047440_4.txt"
""	"hipc_gene_19047440_4"	"2008.12"	"hipc_gene_19047440_4"	"peripheral blood mononuclear cell"	"PRDX2"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"4"	"33"	"PRDX2"	"191"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_4.txt"	"hipc_gene_sig_complete_19047440_4.txt"
""	"hipc_gene_19047440_4"	"2008.12"	"hipc_gene_19047440_4"	"peripheral blood mononuclear cell"	"RPL7A"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"4"	"33"	"RPL7A"	"191"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_4.txt"	"hipc_gene_sig_complete_19047440_4.txt"
""	"hipc_gene_19047440_4"	"2008.12"	"hipc_gene_19047440_4"	"peripheral blood mononuclear cell"	"SNRPN"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"4"	"33"	"SNRPN"	"191"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_4.txt"	"hipc_gene_sig_complete_19047440_4.txt"
""	"hipc_gene_19047440_4"	"2008.12"	"hipc_gene_19047440_4"	"peripheral blood mononuclear cell"	"EEF1A1"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"4"	"33"	"EEF1A1"	"191"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_4.txt"	"hipc_gene_sig_complete_19047440_4.txt"
""	"hipc_gene_19047440_4"	"2008.12"	"hipc_gene_19047440_4"	"peripheral blood mononuclear cell"	"DCAF6"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"4"	"33"	"DCAF6"	"191"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_4.txt"	"hipc_gene_sig_complete_19047440_4.txt"
""	"hipc_gene_19047440_4"	"2008.12"	"hipc_gene_19047440_4"	"peripheral blood mononuclear cell"	"PLEK2"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"4"	"33"	"PLEK2"	"191"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_4.txt"	"hipc_gene_sig_complete_19047440_4.txt"
""	"hipc_gene_19047440_4"	"2008.12"	"hipc_gene_19047440_4"	"peripheral blood mononuclear cell"	"TOPORS"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"4"	"33"	"TOPORS"	"191"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_4.txt"	"hipc_gene_sig_complete_19047440_4.txt"
""	"hipc_gene_19047440_4"	"2008.12"	"hipc_gene_19047440_4"	"peripheral blood mononuclear cell"	"MGAM"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"4"	"33"	"MGAM"	"191"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_4.txt"	"hipc_gene_sig_complete_19047440_4.txt"
""	"hipc_gene_19047440_4"	"2008.12"	"hipc_gene_19047440_4"	"peripheral blood mononuclear cell"	"RPL11"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"4"	"33"	"RPL11"	"191"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_4.txt"	"hipc_gene_sig_complete_19047440_4.txt"
""	"hipc_gene_19047440_4"	"2008.12"	"hipc_gene_19047440_4"	"peripheral blood mononuclear cell"	"WLS"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"4"	"33"	"WLS"	"191"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_4.txt"	"hipc_gene_sig_complete_19047440_4.txt"
""	"hipc_gene_19047440_4"	"2008.12"	"hipc_gene_19047440_4"	"peripheral blood mononuclear cell"	"RGCC"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"4"	"33"	"RGCC"	"191"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_4.txt"	"hipc_gene_sig_complete_19047440_4.txt"
""	"hipc_gene_19047440_4"	"2008.12"	"hipc_gene_19047440_4"	"peripheral blood mononuclear cell"	"RPL37A"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"4"	"33"	"RPL37A"	"191"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_4.txt"	"hipc_gene_sig_complete_19047440_4.txt"
""	"hipc_gene_19047440_4"	"2008.12"	"hipc_gene_19047440_4"	"peripheral blood mononuclear cell"	"GPR183"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"4"	"33"	"GPR183"	"191"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_4.txt"	"hipc_gene_sig_complete_19047440_4.txt"
