""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comment"	"publication_reference_url"	"subObsID"	"uniqObsID"	"response_agent_original"	"target_pathogen_1"	"target_pathogen_2"	"target_pathogen_3"	"target_pathogen_4"	"signature_file"	"complete_signature_file"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"PSME1"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"PSME1"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"PARP9"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"PARP9"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"RSAD2"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"RSAD2"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"C3AR1"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"C3AR1"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"IL15"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"IL15"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"IFIH1"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"IFIH1"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"ISG15"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"ISG15"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"CASP1"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"CASP1"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"LHFPL2"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"LHFPL2"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"DHX58"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"DHX58"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"UNC93B1"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"UNC93B1"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"PHF11"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"PHF11"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"OAS2"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"OAS2"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"KARS"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"KARS"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"SBNO2"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"SBNO2"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"CMPK2"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"CMPK2"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"TRIM5"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"TRIM5"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"FBXO6"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"FBXO6"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"GBP2"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"GBP2"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"EPSTI1"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"EPSTI1"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"BATF2"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"BATF2"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"IFI16"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"IFI16"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"TYMP"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"ECGF1"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"SP110"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"SP110"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"CUL1"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"CUL1"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"MOV10"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"MOV10"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"TOR1A"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"TOR1A"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"ZNFX1"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"ZNFX1"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"IFI6"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"IFI6"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"JAK2"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"JAK2"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"ANKRD22"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"ANKRD22"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"ZC3HAV1"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"ZC3HAV1"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"NCOA7"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"NCOA7"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"HELZ2"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"PRIC285"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"SLC6A12"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"SLC6A12"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
""	"20160411-hipciof_gene_corr_23878721"	"2016.04.11"	"hipciof_gene_corr_35"	"blood"	"TMEM123"	"gene expression"	"positively"	"none"	"1"	"Days"	"2008, 2009"	"Sanofi Pasteur, SA, Inactivated influenza vaccine"	"VO_0001176"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-40)"	"23878721"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721"	"3"	"242"	"TMEM123"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_23878721_242.txt"	"hipciof_gene_corr_complete_23878721_242.txt"
