""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"target_pathogen_1"	"target_pathogen_2"	"target_pathogen_3"	"signature_file"	"complete_signature_file"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"DUS3L"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"266"	"DUS3L"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_266.txt"	"hipc_gene_dir_complete_25596819_266.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"DUSP18"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"266"	"DUSP18"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_266.txt"	"hipc_gene_dir_complete_25596819_266.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"DVL3"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"266"	"DVL3"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_266.txt"	"hipc_gene_dir_complete_25596819_266.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"E2F4"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"266"	"E2F4"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_266.txt"	"hipc_gene_dir_complete_25596819_266.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"E4F1"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"266"	"E4F1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_266.txt"	"hipc_gene_dir_complete_25596819_266.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"ECHDC2"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"266"	"ECHDC2"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_266.txt"	"hipc_gene_dir_complete_25596819_266.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"EFHD2"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"266"	"EFHD2"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_266.txt"	"hipc_gene_dir_complete_25596819_266.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"EIF1"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"266"	"EIF1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_266.txt"	"hipc_gene_dir_complete_25596819_266.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"EIF4H"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"266"	"EIF4H"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_266.txt"	"hipc_gene_dir_complete_25596819_266.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"ELF4"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"266"	"ELF4"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_266.txt"	"hipc_gene_dir_complete_25596819_266.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"ELMO2"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"266"	"ELMO2"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_266.txt"	"hipc_gene_dir_complete_25596819_266.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"EMD"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"266"	"EMD"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_266.txt"	"hipc_gene_dir_complete_25596819_266.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"EML3"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"266"	"EML3"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_266.txt"	"hipc_gene_dir_complete_25596819_266.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"ENO3"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"266"	"ENO3"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_266.txt"	"hipc_gene_dir_complete_25596819_266.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"ENTPD4"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"266"	"ENTPD4"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_266.txt"	"hipc_gene_dir_complete_25596819_266.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"EP300"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"266"	"EP300"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_266.txt"	"hipc_gene_dir_complete_25596819_266.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"EPN1"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"266"	"EPN1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_266.txt"	"hipc_gene_dir_complete_25596819_266.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"ETV3"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"266"	"ETV3"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_266.txt"	"hipc_gene_dir_complete_25596819_266.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"EVL"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"266"	"EVL"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_266.txt"	"hipc_gene_dir_complete_25596819_266.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"PCED1A"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"266"	"FAM113A"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_266.txt"	"hipc_gene_dir_complete_25596819_266.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"NIBAN2"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"266"	"FAM129B"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_266.txt"	"hipc_gene_dir_complete_25596819_266.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"FAM156A"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"266"	"FAM156A"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_266.txt"	"hipc_gene_dir_complete_25596819_266.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"TOGARAM2"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"266"	"FAM179A"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_266.txt"	"hipc_gene_dir_complete_25596819_266.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"PIEZO1"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"266"	"FAM38A"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_266.txt"	"hipc_gene_dir_complete_25596819_266.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"WASH3P"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"266"	"FAM39DP"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_266.txt"	"hipc_gene_dir_complete_25596819_266.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"WASHC1"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"266"	"FAM39E"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_266.txt"	"hipc_gene_dir_complete_25596819_266.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"RIPOR2"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"266"	"FAM65B"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_266.txt"	"hipc_gene_dir_complete_25596819_266.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"FARSB"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"266"	"FARSLB"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_266.txt"	"hipc_gene_dir_complete_25596819_266.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"KDM2A"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"266"	"KDM2A"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_266.txt"	"hipc_gene_dir_complete_25596819_266.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"FBXL6"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"266"	"FBXL6"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_266.txt"	"hipc_gene_dir_complete_25596819_266.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"FCGR2A"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"266"	"FCGR2A"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_266.txt"	"hipc_gene_dir_complete_25596819_266.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"FGD3"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"266"	"FGD3"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_266.txt"	"hipc_gene_dir_complete_25596819_266.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"FLII"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"266"	"FLII"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_266.txt"	"hipc_gene_dir_complete_25596819_266.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"ENGASE"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"266"	"ENGASE"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_266.txt"	"hipc_gene_dir_complete_25596819_266.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"FN3KRP"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"266"	"FN3KRP"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_266.txt"	"hipc_gene_dir_complete_25596819_266.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"FNIP1"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"266"	"FNIP1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_266.txt"	"hipc_gene_dir_complete_25596819_266.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"FOXJ2"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"266"	"FOXJ2"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_266.txt"	"hipc_gene_dir_complete_25596819_266.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"FRS3"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"266"	"FRS3"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_266.txt"	"hipc_gene_dir_complete_25596819_266.txt"
