""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subObsID"	"uniqObsID"	"response_component_original"	"signature_file"	"complete_signature_file"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"MIR99AHG"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"4"	"484"	"MIR99AHG"	"hipc_gene_dir_28853442_484.txt"	"hipc_gene_dir_complete_28853442_484.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"ARMC6"	"gene expression"	"down"	"none"	"56"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"56d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"5"	"485"	"ARMC6"	"hipc_gene_dir_28853442_485.txt"	"hipc_gene_dir_complete_28853442_485.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"TLE3"	"gene expression"	"down"	"none"	"56"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"56d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"5"	"485"	"TLE3"	"hipc_gene_dir_28853442_485.txt"	"hipc_gene_dir_complete_28853442_485.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"CNOT3"	"gene expression"	"down"	"none"	"56"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"56d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"5"	"485"	"CNOT3"	"hipc_gene_dir_28853442_485.txt"	"hipc_gene_dir_complete_28853442_485.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"TRAF7"	"gene expression"	"down"	"none"	"56"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"56d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"5"	"485"	"TRAF7"	"hipc_gene_dir_28853442_485.txt"	"hipc_gene_dir_complete_28853442_485.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"JUP"	"gene expression"	"down"	"none"	"56"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"56d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"5"	"485"	"JUP"	"hipc_gene_dir_28853442_485.txt"	"hipc_gene_dir_complete_28853442_485.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"AP2A1"	"gene expression"	"down"	"none"	"56"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"56d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"5"	"485"	"AP2A1"	"hipc_gene_dir_28853442_485.txt"	"hipc_gene_dir_complete_28853442_485.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"SLC29A1"	"gene expression"	"down"	"none"	"56"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"56d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"5"	"485"	"SLC29A1"	"hipc_gene_dir_28853442_485.txt"	"hipc_gene_dir_complete_28853442_485.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"ADCY1"	"gene expression"	"down"	"none"	"56"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"56d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"5"	"485"	"ADCY1"	"hipc_gene_dir_28853442_485.txt"	"hipc_gene_dir_complete_28853442_485.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"SAMD4B"	"gene expression"	"down"	"none"	"56"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"56d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"5"	"485"	"SAMD4B"	"hipc_gene_dir_28853442_485.txt"	"hipc_gene_dir_complete_28853442_485.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"INTS5"	"gene expression"	"down"	"none"	"56"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"56d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"5"	"485"	"INTS5"	"hipc_gene_dir_28853442_485.txt"	"hipc_gene_dir_complete_28853442_485.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"ABCC1"	"gene expression"	"down"	"none"	"56"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"56d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"5"	"485"	"ABCC1"	"hipc_gene_dir_28853442_485.txt"	"hipc_gene_dir_complete_28853442_485.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"ZNF184"	"gene expression"	"down"	"none"	"56"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"56d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"5"	"485"	"ZNF184"	"hipc_gene_dir_28853442_485.txt"	"hipc_gene_dir_complete_28853442_485.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"IRF2BP1"	"gene expression"	"down"	"none"	"56"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"56d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"5"	"485"	"IRF2BP1"	"hipc_gene_dir_28853442_485.txt"	"hipc_gene_dir_complete_28853442_485.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"CXCR5"	"gene expression"	"down"	"none"	"56"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"56d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"5"	"485"	"CXCR5"	"hipc_gene_dir_28853442_485.txt"	"hipc_gene_dir_complete_28853442_485.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"THBS1"	"gene expression"	"down"	"none"	"56"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"56d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"5"	"485"	"THBS1"	"hipc_gene_dir_28853442_485.txt"	"hipc_gene_dir_complete_28853442_485.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"ARHGEF11"	"gene expression"	"down"	"none"	"56"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"56d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"5"	"485"	"ARHGEF11"	"hipc_gene_dir_28853442_485.txt"	"hipc_gene_dir_complete_28853442_485.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"CXCL1"	"gene expression"	"down"	"none"	"56"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"56d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"5"	"485"	"CXCL1"	"hipc_gene_dir_28853442_485.txt"	"hipc_gene_dir_complete_28853442_485.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"ERC1"	"gene expression"	"down"	"none"	"56"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"56d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"5"	"485"	"ERC1"	"hipc_gene_dir_28853442_485.txt"	"hipc_gene_dir_complete_28853442_485.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"MYO1C"	"gene expression"	"down"	"none"	"56"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"56d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"5"	"485"	"MYO1C"	"hipc_gene_dir_28853442_485.txt"	"hipc_gene_dir_complete_28853442_485.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"IFIT1"	"gene expression"	"down"	"none"	"56"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"56d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"5"	"485"	"IFIT1"	"hipc_gene_dir_28853442_485.txt"	"hipc_gene_dir_complete_28853442_485.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"IFIT3"	"gene expression"	"down"	"none"	"56"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"56d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"5"	"485"	"IFIT3"	"hipc_gene_dir_28853442_485.txt"	"hipc_gene_dir_complete_28853442_485.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"GBF1"	"gene expression"	"down"	"none"	"56"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"56d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"5"	"485"	"GBF1"	"hipc_gene_dir_28853442_485.txt"	"hipc_gene_dir_complete_28853442_485.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"VCAN"	"gene expression"	"down"	"none"	"56"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"56d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"5"	"485"	"VCAN"	"hipc_gene_dir_28853442_485.txt"	"hipc_gene_dir_complete_28853442_485.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"WASF2"	"gene expression"	"down"	"none"	"56"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"56d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"5"	"485"	"WASF2"	"hipc_gene_dir_28853442_485.txt"	"hipc_gene_dir_complete_28853442_485.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"NOC2L"	"gene expression"	"down"	"none"	"56"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"56d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"5"	"485"	"NOC2L"	"hipc_gene_dir_28853442_485.txt"	"hipc_gene_dir_complete_28853442_485.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"ZNF763"	"gene expression"	"down"	"none"	"56"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"56d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"5"	"485"	"ZNF763"	"hipc_gene_dir_28853442_485.txt"	"hipc_gene_dir_complete_28853442_485.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"ARHGAP17"	"gene expression"	"down"	"none"	"56"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"56d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"5"	"485"	"ARHGAP17"	"hipc_gene_dir_28853442_485.txt"	"hipc_gene_dir_complete_28853442_485.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"MGAT4B"	"gene expression"	"down"	"none"	"56"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"56d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"5"	"485"	"MGAT4B"	"hipc_gene_dir_28853442_485.txt"	"hipc_gene_dir_complete_28853442_485.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"EIF3B"	"gene expression"	"down"	"none"	"56"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"56d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"5"	"485"	"EIF3B"	"hipc_gene_dir_28853442_485.txt"	"hipc_gene_dir_complete_28853442_485.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"TAF1"	"gene expression"	"down"	"none"	"56"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"56d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"5"	"485"	"TAF1"	"hipc_gene_dir_28853442_485.txt"	"hipc_gene_dir_complete_28853442_485.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"BMP2K"	"gene expression"	"down"	"none"	"56"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"56d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"5"	"485"	"BMP2K"	"hipc_gene_dir_28853442_485.txt"	"hipc_gene_dir_complete_28853442_485.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"PLXNA1"	"gene expression"	"down"	"none"	"56"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"56d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"5"	"485"	"PLXNA1"	"hipc_gene_dir_28853442_485.txt"	"hipc_gene_dir_complete_28853442_485.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"PTGIR"	"gene expression"	"down"	"none"	"56"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"56d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"5"	"485"	"PTGIR"	"hipc_gene_dir_28853442_485.txt"	"hipc_gene_dir_complete_28853442_485.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"KIF11"	"gene expression"	"down"	"none"	"56"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"56d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"5"	"485"	"KIF11"	"hipc_gene_dir_28853442_485.txt"	"hipc_gene_dir_complete_28853442_485.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"MFHAS1"	"gene expression"	"down"	"none"	"56"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"56d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"5"	"485"	"MFHAS1"	"hipc_gene_dir_28853442_485.txt"	"hipc_gene_dir_complete_28853442_485.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"PYGO2"	"gene expression"	"down"	"none"	"56"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"56d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"5"	"485"	"PYGO2"	"hipc_gene_dir_28853442_485.txt"	"hipc_gene_dir_complete_28853442_485.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"OASL"	"gene expression"	"down"	"none"	"56"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"56d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"5"	"485"	"OASL"	"hipc_gene_dir_28853442_485.txt"	"hipc_gene_dir_complete_28853442_485.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"HDAC7"	"gene expression"	"down"	"none"	"56"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"56d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"5"	"485"	"HDAC7"	"hipc_gene_dir_28853442_485.txt"	"hipc_gene_dir_complete_28853442_485.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"CREG1"	"gene expression"	"down"	"none"	"56"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"56d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"5"	"485"	"CREG1"	"hipc_gene_dir_28853442_485.txt"	"hipc_gene_dir_complete_28853442_485.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"NFATC3"	"gene expression"	"down"	"none"	"56"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"56d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"5"	"485"	"NFATC3"	"hipc_gene_dir_28853442_485.txt"	"hipc_gene_dir_complete_28853442_485.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"MFSD12"	"gene expression"	"down"	"none"	"56"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"56d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"5"	"485"	"MFSD12"	"hipc_gene_dir_28853442_485.txt"	"hipc_gene_dir_complete_28853442_485.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"RPRD2"	"gene expression"	"down"	"none"	"56"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"56d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"5"	"485"	"RPRD2"	"hipc_gene_dir_28853442_485.txt"	"hipc_gene_dir_complete_28853442_485.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"HDGFL3"	"gene expression"	"down"	"none"	"56"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"56d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"5"	"485"	"HDGFL3"	"hipc_gene_dir_28853442_485.txt"	"hipc_gene_dir_complete_28853442_485.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"RUBCNL"	"gene expression"	"down"	"none"	"56"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"56d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"5"	"485"	"RUBCNL"	"hipc_gene_dir_28853442_485.txt"	"hipc_gene_dir_complete_28853442_485.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"TRANK1"	"gene expression"	"down"	"none"	"56"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"56d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"5"	"485"	"TRANK1"	"hipc_gene_dir_28853442_485.txt"	"hipc_gene_dir_complete_28853442_485.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"ARAP1"	"gene expression"	"down"	"none"	"56"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"56d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"5"	"485"	"ARAP1"	"hipc_gene_dir_28853442_485.txt"	"hipc_gene_dir_complete_28853442_485.txt"
