name	id	definition	comment	broad	exact	related
Kit-low, CD34-positive eosinophil progenitor cell	CL_0002007	A lineage marker-negative, CD34-positive, IL5r-alpha-positive, and Sca1-negative eosinophil progenitor cell.	Markers are found on mouse cells.			
CD34-positive, CD38-positive eosinophil progenitor cell	CL_0002008	A lineage marker-negative, CD34-positive, CD38-positive, IL3r-alpha-positive, IL5r-alpha-positive, and CD45RA-negative eosinophil progenitor cell.	Markers are associated with human cells.			
macrophage dendritic cell progenitor	CL_0002009	A progenitor cell that can give rise to plasmacytoid and myeloid dendritic cells, and to monocytes and macrophages.			MDP	
pre-conventional dendritic cell	CL_0002010	A lin-negative, MHC-II-negative, CD11c-positive, FLT3-positive cell with intermediate expression of SIRP-alpha.				
Kit-positive macrophage dendritic cell progenitor	CL_0002011	A progenitor cell that can give rise to plasmacytoid and myeloid dendritic cells, and to monocytes and macrophages. Marker for this cell is Kit-high, CD115-positive, CD135-positive, Cx3cr1-positive, and is Il7ra-negative.	Markers are associated with mouse cells.		murine MDP	
Kit-low proerythroblast	CL_0002012	A proerythoblast that is Kit-low, Lyg76-positive, and CD71-positive.	Markers are associated with mouse cells.			
GlyA-positive basophillic erythroblast	CL_0002013	A basophilic erythroblast that is GlyA-positive.	Markers are associated with human cells.			
Kit-negative, Ly-76 high basophilic erythroblast	CL_0002014	A basophilic erythroblast that is Lyg 76-high and is Kit-negative.	Cell surface markers are associated with mouse cells.			
Kit-negative, Ly-76 high polychromatophilic erythroblast	CL_0002015	A polychromatophilic erythroblast that is Lyg 76-high and is Kit-negative.		late basophilic and polychromatophilic erythroblast		
CD71-low, GlyA-positive polychromatic erythroblast	CL_0002016	A polychromatiic erythroblast that is Gly-A-positive and CD71-low.	Cell surface markers are associated with human cells.			
Kit-negative, Ly-76 high orthochromatophilic erythroblasts	CL_0002017	An orthochromatophilic erythroblast that is ter119-high, CD71-low, and Kit-negative.	Cell surface markers associated with mouse cells.			
CD71-negative, GlyA-positive orthochromatic erythroblast	CL_0002018	An erythroblast that is GlyA-positive and CD71-negative.	Markers associated with human cells.			
Ly-76 high reticulocyte	CL_0002019	A reticulocyte that is Ly76-high and is Kit-negative.	Marker associated with mouse cells.			
GlyA-positive reticulocytes	CL_0002020	A reticulocyte that is GlyA-positive.	Markers is associated with human cells.			
GlyA-positive erythrocyte	CL_0002021	An enucleate erythrocyte that is GlyA-positive.	Marker is associated with human cell types.			
Ly-76 high positive erythrocyte	CL_0002022	An enucleate erythrocyte that is Lyg-76-high.	Marker is associated with mouse cell types.			
CD34-positive, CD41-positive, CD42-positive megakaryocyte progenitor cell	CL_0002023	A megakaroycotye progenitor cell that is CD34-positive, CD41-positive and CD42-positive on the cell surface.	Markers are associated with human cell type.			
Kit-positive megakaryocyte progenitor cell	CL_0002024	A megakaryocyte progenitor cell that is Kit-positive, CD41-positive, CD9-positive, Sca-1-negative, IL7ralpha-negative, CD150-negative, and Fcgamma receptor II/III-low.	Markers are associated with mouse cells.			
CD34-positive, CD41-positive, CD42-negative megakaryocyte progenitor cell	CL_0002025	A megakaryocyte progenitor cell that is CD34-positive, CD41-positive, and CD42-negative.	Markers are commonly associated with human cells.			
CD34-negative, CD41-positive, CD42-positive megakaryocyte cell	CL_0002026	A megakaryocyte progenitor cell that is CD34-negative, CD41-positive and CD42-positive.	Markers are commonly associated with human cells.			
CD9-positive, CD41-positive megakaryocyte cell	CL_0002027	A megakaryocyte cell with is CD9-positive and CD41-positive.	Markers are commonly associated with mouse cells.			
basophil mast progenitor cell	CL_0002028	A cell type that can give rise to basophil and mast cells. This cell is CD34-positive, CD117-positive, CD125-positive, FceRIa-negative, and T1/ST2-negative, and expresses Gata-1, Gata-2, C/EBPa	There may be an intermediate cell type. These cells also CD13-positive, CD16-positive, CD32-positive, and integrin beta 7-positive. Transcription factors: GATA1-positive, MCP-1-positive, mitf-positive, PU.1-positive, and CEBP/a-low.		BMCP	
Fc-epsilon RIalpha-low mast cell progenitor	CL_0002029	A lineage-negative, Kit-positive, CD45-positive mast cell progenitor that is Fc-epsilon RIalpha-low.				
Fc-epsilon RIalpha-high basophil progenitor cell	CL_0002030	A lineage negative, Sca1-negative basophil progenitor cell that is Fc epsilon RIalpha-high.	Markers are associated with mouse cells.			
hematopoietic lineage restricted progenitor cell	CL_0002031	A hematopoietic progenitor cell that is capable of developing into only one lineage of hematopoietic cells.				
hematopoietic oligopotent progenitor cell	CL_0002032	A hematopoietic oligopotent progenitor cell that has the ability to differentiate into limited cell types but lacks lineage cell markers and self renewal capabilities. Cell lacks hematopoeitic lineage markers.	This cell type is intended to be compatible with any vertebrate hematopoietic oligopotent progenitor cell.  For mammalian hematopoietic oligopotent progenitor cells known to be lineage-negative, please use the term 'hematopoietic oligopotent progenitor cell' (CL_0001060).			
short term hematopoietic stem cell	CL_0002033	A hematopoietic stem cell capable of rapid replenishment of myeloerythroid progenitors and limited self renewal capability. This cell is Kit-positive, Sca1-positive, CD34-positive, CD150-positive, and is Flt3-negative.	Markers are associated with mouse cells. These cells are also reportedly CD11b-low and CD90-low.		ST stem cell|ST-HSC	
long term hematopoietic stem cell	CL_0002034	A hematopoietic stem cell with long term self renewal capability. This cell is Kit-positive, Sca1-positive, CD150-positive, CD90-low, CD34-negative and Flt3-negative.	Markers are associated with mouse cells.		LT stem cell|LT-HSC	
Slamf1-negative multipotent progenitor cell	CL_0002035	A hematopoietic progenitor that has restricted self-renewal capability. Cell is Kit-positive, Ly6-positive, CD150-negative and Flt3-negative.	Markers are associated with mouse cells.			
Slamf1-positive multipotent progenitor cell	CL_0002036	A hematopoietic progenitor that has some limited self-renewal capability. Cells are lin-negative, Kit-positive, CD34-positive, and Slamf1-positive.	Markers are associated with mouse cells.		KSL cell	
CD2-positive, CD5-positive, CD44-positive alpha-beta intraepithelial T cell	CL_0002037	Intraepithelial T cells with a memory phenotype of CD2-positive, CD5-positive, and CD44-positive.			memory alpha beta IEL	
T follicular helper cell	CL_0002038	A CD4-positive, CXCR5-positive, CCR7-negative alpha-beta T cell located in follicles of secondary lymph nodes that expresses is BCL6-high, ICOS-high and PD1-high, and stimulates follicular B cells to undergo class-switching and antibody production.			T(FH)|Tfh	follicular helper T-cell|follicular B helper T cell|follicular T cell|follicular T-helper cell|follicular T-cell|follicular helper T cell
immature NK T cell stage I	CL_0002039	A CD24-high, CD4-low, CD8-low, CD44-negative, NK1.1-negative NK T cell.				
immature NK T cell stage II	CL_0002040	A CD24-low, CD44-negative, NK1.1-negative NK T cell.	NKT.44-NK1.1-.Th was assigned as an exact synonym based on sorting strategy displayed at immgene.org.		NKT.44-NK1.1-.Th	
immature NK T cell stage III	CL_0002041	A CD24-low, CD44-positive, DX5-low, NK1.1-negative NK T cell.		NKT.44+.NK1.1-.Th		
immature NK T cell stage IV	CL_0002042	A CD24-low, CD44-positive, DX5-high, NK1.1-negative NK T cell.		NKT.44+.NK1.1-.Th		
CD34-positive, CD38-negative multipotent progenitor cell	CL_0002043	A hematopoietic multipotent progenitor cell that is CD34-positive, CD38-negative, CD45RA-negative, and CD90-negative.	Cell markers are associated with human hematopoietic multipotent progenitor cells.			
Kit-positive, integrin beta7-high basophil mast progenitor cell	CL_0002044	A basophil mast progenitor cell that is Beta-7 integrin-high, Kit-positive FcRgammaII/III-positive and Sca1-negative.	Markers are associated with mouse cells.			
Fraction A pre-pro B cell	CL_0002045	A pro-B cell that CD45R/B220-positive, CD43-positive, HSA-low, BP-1-negative and Ly6c-negative. This cell type is also described as being lin-negative, AA4-positive, Kit-positive, IL7Ra-positive and CD45R-positive.	Markers associated with mouse cells.		fraction A	pre pro B cell
early pro-B cell	CL_0002046	A pro-B cell that is CD22-positive, CD34-positive, CD38-positive and TdT-positive (has TdT activity). Pre-BCR is expressed on the cell surface. Cell is CD19-negative, CD20-negative, complement receptor type 2-negative and CD10-low. D-to-J recombination of the heavy chain occurs at this stage.	Markers are commonly associated with human cells. These cells are also reportedly CD21-negative. Transcription factors: PU.1-positive, Ikaros-positive, E2A-positive, and PAX5-positive.			
Fraction B precursor B cell	CL_0002047	A precursor B cell that is CD45RA-positive, CD43-positive, CD24-positive and BP-1-negative.	Markers are commonly associated with mouse cells. These cells are also reportedly RAG1-positive and RAG2-positive.		Fraction B|Fr. B	
late pro-B cell	CL_0002048	A pre-B cell precursor is CD19-low, CD22-positive , CD34-positive, CD38-positive.	Late pro-B cells are also reportedly CD10-positive, CD20-negative, CD21-negative, and TdT-positive. Transcription factors: PU.1-positive, Ikaros-positive, E2A-positive, and PAX5-positive.			
Fraction C precursor B cell	CL_0002049	A precursor B cell is CD45R-positive, CD43-positive, CD24-positive, and BP-positive. Intracellularly expression of surrogate light chain, Rag1 and Rag2, TdT, occurs while there is no expression of mu heavy chain.				Fraction C
Fraction C' precursor B cell	CL_0002050	A pre-BCR-positive precursor B cell that is CD24-high, CD25-positive, CD43-positive, CD45R-positive and BP-positive.			Fr. C'|Fraction C-prime	
CD38-high pre-BCR positive cell	CL_0002051	A pre-BCR positive T cell that is CD38-high.	Markers are associated with human cells.			large pre-B cell type I
Fraction D precursor B cell	CL_0002052	A pre-B cell that is pre-BCR-negative, and the kappa- and lambda- light immunoglobulin light chain-negative, CD43-low, and is BP-1-positive, CD45R-positive and CD25-positive. This cell type is also described as being AA4-positive, IgM-negative, CD19-positive, CD43-low/negative, and HSA-positive.	Fraction D precursor B cells are also reportedly CD24-positive and sIgD-negative.		Fr. D|Fraction D pre-B cell	
CD22-positive, CD38-low small pre-B cell	CL_0002053	A small pre-B cell that is CD22-positive and CD38-low.	Markers are associated with human cell. RAG expression maybe diminishing.		small pre-B cell	
Fraction E immature B cell	CL_0002054	An immature B cell that is IgM-positive, CD45R-positive, CD43-low, CD25-negative, and CD127-negative. This cell type has also been described as being AA4-positive, IgM-positive, CD19-positive, CD43-low/negative, and HSA-positive.	Markers associated with mouse cells. These cells are also reportedly sIgD-negative.			
CD38-negative immature B cell	CL_0002055	An immature B cell that is CD38-negative, CD10-low, CD21-low, and CD22-high.	Markers are associated with human cell type.			
Fraction F mature B cell	CL_0002056	A mature B cell subset originally defined as having being CD45R-positive, IgM-positive, IgD-positive and CD43-negative. Subsequent research demonstrated being CD21-positive and CD23-negative and CD93 negative.				
CD14-positive, CD16-negative classical monocyte	CL_0002057	A classical monocyte that is CD14-positive, CD16-negative, CD64-positive, CD163-positive.	This cell type is compatible with the HIPC Lyoplate markers for 'CD16- monocyte'. The markers used in the definition are associated with human monocytes.		CD16- monocyte|CD16-negative monocyte	
Gr1-low non-classical monocyte	CL_0002058	A resident monocyte that is Gr-1 low, CD43-positive, and CX3CR1-positive.	Markers are associated with mice. The Gr epitope is used to describe this cell type is found on both Ly6c and Ly6g. However, its the Ly6c that is considered the specific marker, and thus used in the cross-product. Also, this cell-type is sometimes described as being Gr1-negative.			
CD8alpha-positive thymic conventional dendritic cell	CL_0002059	A conventional thymic dendritic cell that is CD8alpha-positive.			DC.8+.Th|CD8alpha-alpha-positive thymic conventional dendritic cell	
melanophage	CL_0002060	A melanin-containing macrophage that obtains the pigment by phagocytosis of melanosomes.				
T-helper 9 cell	CL_0002061	A T-helper cell that is characterized by secreting interleukin 9 and responding to helminth infections. This cell-type can derives from Th2 cells in the presence of TGF-beta and IL-4. Th2 cytokine production is surpressed.			T(H)-9 cell|Th9|T helper cells type 9	
type I pneumocyte	CL_0002062	A type I pneumocyte is a flattened, branched pneumocyte that covers more than 98% of the alveolar surface. This large cell has thin (50-100 nm) cytoplasmic extensions to form the air-blood barrier essential for normal gas exchange.			pulmonary alveolar type I cell|small alveolar cells|ATI|squamous alveolar cell|type I alveolar epithelial cells|membranous pneumocytes|type I alveolar cells|type 1 alveolar epithelial cells|type 1 pneumocyte|squamous alveolar lining cell|lung type 1 cells|AT1	
type II pneumocyte	CL_0002063	A type II pneumocyte is a pneumocyte that modulates the fluid surrounding the alveolar epithelium by secreting and recycling surfactants. This cell type also contributes to tissue repair and can differentiate after injury into a type I pneumocyte. Thicker than squamous alveolar cells, have a rounded apical surface that projects above the level of surrounding epithelium. The free surface is covered by short microvilli.			type 2 alveolar epithelial cell|type II alveolar cell|great alveolar cell|cuboidal type II cell|lung type 2 cell|ATII|type 2 alveolocyte|TII|granular pneumocyte|type II alveolocyte|type 2 pneumocyte|type II alveolar epithelial cell|AT2	lung type II cell
pancreatic acinar cell	CL_0002064	A secretory cell found in pancreatic acini that secretes digestive enzymes and mucins. This cell is a typical zymogenic cell, have a basal nucleus and basophilic cytoplasm consisting of regular arrays of granular endoplasmic reticulum with mitochondria and dense secretory granules.			acinar cell of pancreas	
Feyrter cell	CL_0002066	A neuroendocrine cell found in the epithelium of the lungs and respiratory tract. This cell type is rounded or elliptical in shape, situated mainly in the basal part of the epithelium; regulates bronchial secretion, smooth muscle contraction, lobular growth, ciliary activity and chemoreception. Cell has an electron-lucent cytoplasm, contains numerous dense-cored vesicles with a clear halo between the core and the limiting membrane.		P cell	bronchiolar Kulchitsky cell|Kultschitzky cell of bronchiole|respiratory enterochromaffin cell 	
type A enterocrine cell	CL_0002067	An enterocrine cell that produces glucagon.				
Purkinje myocyte	CL_0002068	Specialized cardiac myocyte that is subendocardially interspersed with the regular cardiac muscle cell. They are uninucleate cylindrical cells, associated end-to-end in long rows, continue from the node to the atrioventricular bundle; relatively short compared to ordinary myocytes but are nearly twice their diameter.			Purkinje cell fiber|Purkinje muscle cell|myocytus conducens cardiacus	
type II vestibular sensory cell	CL_0002069	Mostly cylindrical, resemble Type 1 in their contents and the presence of a kinocilium and stereocilium apically; much greater variation in size, some almost span the entire thickness of the sensory epithelium, while others are smaller than Type 1; receive multiple efferent nerve boutons around their bases as well as afferent endings, which are small expansions rather than chalices.			type 2 vestibular sensory cell|type II hair cell|type 2 vestibular hair cell	
type I vestibular sensory cell	CL_0002070	Bottle-shaped with narrow neck; broad, rounded basal portion where nucleus is located; stereocilia and a single kinocilium is present apically; receive nerve bouton at their base from an afferent cup-shaped (chalice or calyx) nerve ending.			type 1 vestibular sensory cell|type 1 vestibular hair cell|type I hair cell	
enterocyte of epithelium of large intestine	CL_0002071	Columnar cell which populate the epithelium of large intestine and absorb water. This cell is the most numerous of the epithelial cell types in the large intestine; bear apical microvilli, contain secretory granules in their apical cytoplasm; secretion appears to be largely mucins, but is also rich in antibodies of the IgA type.		columnar cell	vacuolar absorptive cell|columnar cell of the colon	
nodal myocyte	CL_0002072	A specialized cardiac myocyte in the sinoatrial and atrioventricular nodes. The cell is slender and fusiform confined to the nodal center, circumferentially arranged around the nodal artery.		pacemaker cell	cardiac pacemaker cell|P cell|myocytus nodalis	
transitional myocyte	CL_0002073	Specialized cardiac myocyte which is in the internodal tract and atrioventricular node. The cell is more slender than ordinary atrial myocytes and has more myofibrils than nodal myocytes.				
myocardial endocrine cell	CL_0002074	The myoendocrine cellis a specialized myocyte localized mainly in the right and left atrial appendages, and also scattered within other areas of the atria and along the conductive system in the ventricular septum. The most conspicuous feature distinguishing myoendocrine cells from other atrial myoctyes is the presence of membane-bounded secretory granules (these granules contain precursor of cardiodilatins or atrial natriuretic polypeptides).				
brush cell of trachebronchial tree	CL_0002075	Infrequent type of columnar epithelial cell. This cell is characterized by the presence of a tuft of blunt, squat microvilli (approximately 120-140/cell) on the cell surface. The microvilli contain filaments that stretch into the underlying cytoplasm. They have a distinctive pear shape with a wide base and a narrow microvillous apex. Function not known.				pulmonary brush cell
endo-epithelial cell	CL_0002076	An epithelial cell derived from endoderm.				
ecto-epithelial cell	CL_0002077	An epithelial cell derived from ectoderm.				
meso-epithelial cell	CL_0002078	Epithelial cell derived from mesoderm or mesenchyme.			epithelial mesenchymal cell	
pancreatic ductal cell	CL_0002079	Epithelial cell found in the ducts of the pancreas. This cell type contributes to the high luminal pH.				
pancreatic centro-acinar cell	CL_0002080	A cubodial epithelial cell that is continuous with the lining of intercalated ducts that drain the acinus. This cell type secretes a high pH solution to aid in activation of zymogens, and can differentiate into endocrine and exocrine pancreatic cell types.			centroacinar cell of Langerhans|pancreatic centroacinar cell	
type II cell of carotid body	CL_0002081	This cell resembles a glia cell, express the glial marker S100 and act as a supporting cell to type I cell. This cell is located in a small cluster of type I and type II cells near the fork of the carotid artery.			sheath cell of carotid body	
type II cell of adrenal medulla	CL_0002082	A chromaffin cell of the adrenal medulla that produces epinephrine.			adrenal secreting cell of the adrenal medulla|adremergic chromaffin cell|epiniphrine secreting cell of the adrenal medulla	
type I cell of adrenal medulla	CL_0002083	A chromaffin cell of the adrenal medulla that produces norepinephrine.			noradrenergic chromaffin cell	
Boettcher cell	CL_0002084	A Boettcher cell is a polyhedral cells on the basilar membrane of the cochlea, and is located beneath Claudius cells. A Boettcher cell is considered a supporting cell for the organ of Corti, and is present only in the lower turn of the cochlea. These cells interweave with each other, and project microvilli into the intercellular space. Because of their structural specialization, a Boettcher cell is believed to play a significant role in the function of the cochlea. They demonstrate high levels of calmodulin, and may be involved in mediating Ca(2+) regulation and ion transport.			Bottcher cell|Boettcher's cell|Bottcher's cell	
tanycyte	CL_0002085	Specialized elongated ventricular ependymal cell that has processes that extend to the outer, or pial, surface of the CNS. Resemble spongioblasts seen in developing brain. Found in the adult brain in the third ventricle, cerebral aqueduct, spinal canal and floor of the fourth ventricle.			stretch cell	
specialized cardiac myocyte	CL_0002086	A cardiac myocyte that is an excitable cells in the myocardium, specifically in the conducting system of heart.				
nongranular leukocyte	CL_0002087	A leukocyte that lacks granules.			agranular leukocyte	
interstitial cell of Cajal	CL_0002088	This is a cell found in the gastrointestinal tract of mammals and serves as a pacemaker that triggers gut contraction. ICCs mediate inputs from the enteric nervous system to smooth muscle cells and are thought to be the cells from which gastrointestinal stromal tumors (GISTs) arise.	Some argue this cell type is of mesenchymal origin.		ICC|intestinal pacemaker cell	
group 2 innate lymphoid cell, mouse	CL_0002089	A group 2 innate lymphoid cell in the mouse capable of secreting IL-13 in response to a helminth infection. This cell is lineage-negative, ICOS-positive, IL1RL1-positive, IL7Ralpha-positive, and IL17Br-positive.		nuocyte		
polar body	CL_0002090	One of two small cells formed by the first and second meiotic division of oocytes.				
primary polar body	CL_0002091	A small cell formed by the first meiotic division of oocytes.			first polar body|polocytus primarius	
bone marrow cell	CL_0002092	A cell found in the bone marrow. This can include fibroblasts, macrophages, adipocytes, osteoblasts, osteoclasts, endothelial cells and hematopoietic cells.	MH consider whether bone marrow cells are bone cells in the structural sense vs. being part of bone organ sense.			
secondary polar body	CL_0002093	A small cell formed by the second meiotic division of oocytes. In mammals, the second polar body may fail to form unless the ovum has been penetrated by a sperm cell.			second polar body|polocytus secundarius	
interstitial cell of ovary	CL_0002094	A cell that makes up the loose connective tissue of the ovary.				
hilus cell of ovary	CL_0002095	A cell in the hilum of the ovary that produces androgens.			hilar cell of ovary	
internodal tract myocyte	CL_0002096	A specialised myocyte that lies between the sinoatrial node and the atrioventricular node and is involved in the conduction of electrical signals.				
cortical cell of adrenal gland	CL_0002097	A cell of the adrenal cortex. Cell types include those that synthesize and secrete chemical derivatives (steroids) of cholesterol.			adrenal cortex cell|adrenocortical cell	
regular cardiac myocyte	CL_0002098	A cardiac myocyte that is connected to other cardiac myocytes by transverse intercalated discs (GO:0014704) at a regular interval.			regular cardiac muscle fiber|regular cardiac muscle cell	
type I cell of adrenal cortex	CL_0002099	A small, polyhedral, cell found in rounded groups or curved columns with deeply staining nuclei, scanty basophilic cytoplasm and a few lipid droplets. This cell in the zona glomerulosa produces mineralocorticoids.			epithelial cell of zona glomerulosa of adrenal gland	
regular interventricular cardiac myocyte	CL_0002100	A regular cardiac myocyte of the interventricular region of the heart.				
CD38-positive naive B cell	CL_0002101	A CD38-positive naive B cell is a mature B cell that has the phenotype CD38-positive, surface IgD-positive, surface IgM-positive, and CD27-negative, and that has not yet been activated by antigen in the periphery.			CD38+ naive B lymphocyte|CD38+ naive B cell|CD38+ naive B-cell|CD38-positive naive B lymphocyte|CD38-positive naive B-lymphocyte|CD38-positive naive B-cell|CD38+ naive B-lymphocyte	
CD38-negative naive B cell	CL_0002102	A CD38-negative naive B cell is a mature B cell that has the phenotype CD38-negative, surface IgD-positive, surface IgM-positive, and CD27-negative, that has not yet been activated by antigen in the periphery.			CD38-negative naive B-lymphocyte|CD38- naive B lymphocyte|CD38- naive B-cell|CD38-negative naive B-cell|CD38- naive B cell|CD38-negative naive B lymphocyte|CD38- naive B-lymphocyte	
IgG-positive double negative memory B cell	CL_0002103	An IgG-positive double negative memory B cell is a double negative memory B cell with the phenotype IgG-positive, IgD-negative, and CD27-negative.			IgG-positive dn memory B lymphocyte|IgG+ dn memory B lymphocyte|IgG+ dn memory B cell|IgG-positive double negative memory B-cell|IgG+ dn memory B-cell|IgG+ double negative memory B cell|IgG+ dn memory B-lymphocyte|IgG-positive dn memory B cell|IgG+ double negative memory B-lymphocyte|IgG-positive dn memory B-cell|IgG-positive double negative memory B-lymphocyte|IgG+ double negative memory B-cell|IgG+ double negative memory B lymphocyte|IgG-positive dn memory B-lymphocyte|IgG-positive double negative memory B lymphocyte	
IgG-negative double negative memory B cell	CL_0002104	An IgG-negative double negative memory B cell is a double negative memory B cell with the phenotype IgG-negative, IgD-negative, and CD27-negative.			IgG- double negative memory B cell|IgG-negative dn memory B-cell|IgG-negative double negative memory B lymphocyte|IgG- dn memory B lymphocyte|IgG- dn memory B-lymphocyte|IgG- double negative memory B-cell|IgG-negative dn memory B-lymphocyte|IgG- double negative memory B lymphocyte|IgG- dn memory B cell|IgG- double negative memory B-lymphocyte|IgG-negative dn memory B cell|IgG-negative dn memory B lymphocyte|IgG- dn memory B-cell|IgG-negative double negative memory B-lymphocyte|IgG-negative double negative memory B-cell	
CD38-positive IgG memory B cell	CL_0002105	A CD38-positive IgG memory B cell is a class switched memory B cell that expresses IgG on the cell surface with the phenotype CD38-positive and IgG-positive.			CD38-positive IgG memory B-cell|CD38+ IgG memory B-cell|CD38+ IgG memory B-lymphocyte|CD38-positive IgG memory B lymphocyte|CD38+ IgG memory B cell|CD38+ IgG memory B lymphocyte|CD38-positive IgG memory B-lymphocyte	
IgD-positive CD38-positive IgG memory B cell	CL_0002106	An IgD-positive CD38-positive IgG memory B cell is a CD38-positive IgG-positive class switched memory B cell that has class switched and expresses IgD on the cell surface with the phenotype IgD-positive, CD38-positive, and IgG-positive.				
IgD-negative CD38-positive IgG memory B cell	CL_0002107	An IgD-negative CD38-positive IgG memory B cell is a CD38-positive IgG-positive that has class switched and lacks expression of IgD on the cell surface with the phenotype IgD-negative, CD38-positive, and IgG-positive.				
CD38-negative IgG memory B cell	CL_0002108	A CD38-negative IgG memory B cell is a IgG-positive class switched memory B cell that has class switched and expresses IgG on the cell surface with the phenotype CD38-negative, IgD-negative, and IgG-positive.				
B220-positive CD38-positive naive B cell	CL_0002109	A B220-positive CD38-positive naive B cell is a CD38-positive naive B cell that has the phenotype B220-positive, CD38-positive, surface IgD-positive, surface IgM-positive, and CD27-negative, and that has not yet been activated by antigen in the periphery.			B220+CD38+ naive B cell|CD38+B220+ naive B cell|B220+CD38+ naive B-lymphocyte|B220+CD38+ naive B-cell|CD38+B220+ naive B-cell|B220-positive CD38-positive naive B lymphocyte|CD38+B220+ naive B lymphocyte|CD38+B220+ naive B-lymphocyte|B220-positive CD38-positive naive B-cell|B220+CD38+ naive B lymphocyte|B220-positive CD38-positive naive B-lymphocyte	
B220-low CD38-positive naive B cell	CL_0002110	A B220-low CD38-positive naive B cell is a CD38-positive naive B cell that has the phenotype B220-low, CD38-positive, surface IgD-positive, surface IgM-positive, and CD27-negative, that has not yet been activated by antigen in the periphery.				
CD38-negative unswitched memory B cell	CL_0002111	An CD38-negative unswitched memory B cell is an unswitched memory B cell that has the phenotype CD38-negative, IgD-positive, CD138-negative, and IgG-negative.			CD38- unswitched memory B-cell|CD38- unswitched memory B lymphocyte|CD38- unswitched memory B-lymphocyte|CD38- unswitched memory B cell|CD38-negative unswitched memory B lymphocyte|CD38-negative unswitched memory B-lymphocyte|CD38-negative unswitched memory B-cell	
B220-positive CD38-negative unswitched memory B cell	CL_0002112	A B220-positive CD38-negative unswitched memory B cell is a CD38-negative unswitched memory B cell that has the phenotype B220-positive, CD38-negative, IgD-positive, CD138-negative, and IgG-negative.				
B220-low CD38-negative unswitched memory B cell	CL_0002113	A B220-low CD38-negative unswitched memory B cell is a CD38-negative unswitched memory B cell that has the phenotype B220-low, CD38-negative, IgD-positive, CD138-negative, and IgG-negative.				
CD38-positive unswitched memory B cell	CL_0002114	A CD38-positive unswitched memory B cell is an unswitched memory B cell that has the phenotype CD38-positive, IgD-positive, CD138-negative, and IgG-negative.			CD38+ unswitched memory B-cell|CD38+ unswitched memory B lymphocyte|CD38+ unswitched memory B-lymphocyte|CD38-positive unswitched memory B-cell|CD38+ unswitched memory B cell|CD38-positive unswitched memory B lymphocyte|CD38-positive unswitched memory B-lymphocyte	
B220-positive CD38-positive unswitched memory B cell	CL_0002115	A B220-positive CD38-positive unswitched memory B cell is a CD38-positive unswitched memory B cell that has the phenotype B220-positive, CD38-positive, IgD-positive, CD138-negative, and IgG-negative.				
B220-low CD38-positive unswitched memory B cell	CL_0002116	A B220-low CD38-positive unswitched memory B cell is a CD38-positive unswitched memory B cell that has the phenotype B220-low, CD38-positive, IgD-positive, CD138-negative, and IgG-negative.				
IgG-negative class switched memory B cell	CL_0002117	A class switched memory B cell that lacks IgG on the cell surface.			IgG- class switched memory B-lymphocyte|IgG- class switched memory B cell|IgG-negative class switched memory B-cell|IgG-negative class switched memory B lymphocyte|IgG- class switched memory B-cell|IgG- class switched memory B lymphocyte|IgG-negative class switched memory B-lymphocyte	
CD38-negative IgG-negative class switched memory B cell	CL_0002118	A CD38-negative IgG-negative memory B cell is a IgG-negative class switched memory B cell that lacks IgG on the cell surface with the phenotype CD38-negative and IgG-negative.				
CD38-positive IgG-negative class switched memory B cell	CL_0002119	A CD38-positive IgG-negative memory B cell is an IgG-negative class switched memory B cell that lacks IgG on the cell surface with the phenotype CD38-positive and IgG-negative.				
CD24-positive CD38-negative IgG-negative class switched memory B cell	CL_0002120	An CD24-positive CD38-negative IgG-negative memory B cell is a CD38-negative IgG-negative class switched memory B cell that lacks IgG on the cell surface with the phenotype CD24-positive, CD38-negative, and IgG-negative.				
CD24-negative CD38-negative IgG-negative class switched memory B cell	CL_0002121	A CD24-negative CD38-negative IgG-negative memory B cell is a CD38-negative IgG-negative class switched memory B cell that lacks IgG on the cell surface with the phenotype CD24-negative, CD38-negative, and IgG-negative.				
B220-positive CD38-positive IgG-negative class switched memory B cell	CL_0002122	A B220-positive CD38-positive IgG-negative memory B cell is a CD38-positive IgG-negative class switched memory B cell that lacks IgG on the cell surface with the phenotype B220-positive, CD38-positive, and IgG-negative.				
B220-low CD38-positive IgG-negative class switched memory B cell	CL_0002123	A B220-low CD38-positive IgG-negative memory B cell is a CD38-positive IgG-negative class switched memory B cell that lacks IgG on the cell surface with the phenotype B220-low, CD38-positive, and IgG-positive.				
CD27-positive gamma-delta T cell	CL_0002124	A circulating gamma-delta T cell that is CD27-positive and capable of producing IFN-gamma.			gammadelta27-positive|gd27-positive	
CD27-negative gamma-delta T cell	CL_0002125	A circulating gamma-delta T cell that expresses RORgamma(t), is CD27-negative and is capable of IL-17 secretion.			gammadelta-17 cells	
CD25-positive, CD27-positive immature gamma-delta T cell	CL_0002126	A CD25-positive, CD27-positive immature gamma-delta T cell found in the thymus that has an immature phenotype (i.e. CD24-high, CD25-high, CD62L-high, CD44-high, CD2-low, CD5-low).				
innate effector T cell	CL_0002127	A T cell with a receptor of limited diversity that is capable of immediate effector functions upon stimulation.				
